i_1250_1499_1eft_othaw, i_1500_1749_1eft_othaw, i_1750_1999_1ept_othnw, negnil_inc_1aw_othnw, i_3000_3499_lfsta_ns, i_300_399_tot, i_500_649_1eft_othaw, i_800_999_1eft_othaw, negnil_inc_be_wpt, negnil_inc_be_baw, i_1250_1499_lfsta_ns, i_650_799_1eft_othpt, i_2500_2999_1eft_othaw, i_150_299_1aw_othnw, i_1500_1749_1ept_othnw, i_1000_1249_1aw_othnw, i_500_649_1eft_othpt, i_1750_1999_1eft_othaw, i_3500_3999_1aw_othnw, i_650_799_be_baw, i_400_499_1eft_othpt, i_2500_2999_1aw_othnw, i_1250_1499_1eft_othpt, i_1500_1749_1ept_othaw, i_650_799_tot, i_300_399_lfsta_ns, i_800_999_tot, i_3500_3999_1ept_othaw, i_800_999_1aw_othnw, i_1_149_tot, i_400_499_1aw_othnw, i_1250_1499_tot, i_300_399_1aw_othnw, i_500_649_be_wpt, i_1000_1249_lfsta_ns, i_1500_1749_1eft_othnw, i_650_799_1eft_othnw, i_2500_2999_be_baw, i_2000_2499_1aw_othnw, i_150_299_lfsta_ns, i_1_149_be_wft, i_1000_1249_tot, i_400_499_be_baw, i_3000_3499_1ept_othaw, i_400_499_1eft_othnw, i_1000_1249_bnw, i_3500_3999_be_wft, i_4000more_1eft_othaw, i_1750_1999_1eft_othnw, i_3000_3499_1ept_othnw, i_1_149_1eft_othpt, i_1250_1499_1eft_othnw, i_1500_1749_be_wpt, i_300_399_1eft_othpt, i_2000_2499_1eft_othnw, i_800_999_be_wpt, i_1750_1999_tot, i_650_799_be_wft, i_3000_3499_tot, i_1500_1749_1eft_othpt, i_3000_3499_be_wft, i_650_799_1ept_othnw, i_1_149_1eft_othaw, i_300_399_1ept_othnw, i_400_499_be_wft, i_4000more_1eft_othnw, i_500_649_tot, i_3500_3999_lfsta_ns, i_800_999_1ept_othnw, i_300_399_1eft_othaw, i_150_299_be_wft, i_1250_1499_be_wpt, i_2500_2999_be_wft, i_1750_1999_1eft_othpt, i_4000more_be_wft, i_1_149_lfsta_ns, sa4_name16, i_1_149_1eft_othnw, i_1500_1749_bnw, i_4000more_be_wpt, i_1500_1749_tot, negnil_inc_tot, i_1000_1249_be_wpt, i_1750_1999_1aw_othnw, i_1_149_1ept_othnw, i_500_649_bnw, i_150_299_1ept_othaw, i_1500_1749_be_baw, i_500_649_lfsta_ns, i_4000more_1ept_othnw, i_300_399_be_wft, i_2000_2499_1ept_othaw, i_3000_3499_be_baw, i_800_999_bnw, i_2000_2499_be_wft, i_500_649_1eft_othnw, i_4000more_be_baw, i_1750_1999_be_wft, i_4000more_1eft_othpt, i_1500_1749_1aw_othnw, i_3500_3999_1ept_othnw, i_1000_1249_1ept_othnw, i_1250_1499_be_baw, i_2000_2499_1ept_othnw, i_400_499_1eft_othaw, i_400_499_bnw, i_2000_2499_1eft_othpt, i_500_649_1ept_othaw, i_2500_2999_1ept_othaw, i_2000_2499_lfsta_ns, i_2500_2999_lfsta_ns, i_3500_3999_bnw, i_800_999_1ept_othaw, negnil_inc_1eft_othaw, i_300_399_bnw, i_1000_1249_1eft_othnw, negnil_inc_be_wft, i_2000_2499_bnw, i_2000_2499_be_baw, i_300_399_1ept_othaw, i_3500_3999_be_wpt, i_3500_3999_1eft_othnw, i_500_649_be_wft, i_3500_3999_be_baw, i_1750_1999_be_baw, i_800_999_1eft_othnw, i_400_499_1ept_othaw, i_3000_3499_1aw_othnw, i_400_499_1ept_othnw, i_650_799_be_wpt, i_1250_1499_bnw, i_2000_2499_1eft_othaw, i_650_799_bnw, i_3000_3499_1eft_othpt, i_1750_1999_lfsta_ns, i_800_999_be_wft, i_800_999_be_baw, negnil_inc_1eft_othpt, i_650_799_1aw_othnw, i_4000more_1ept_othaw, i_150_299_1ept_othnw, i_500_649_1aw_othnw, i_500_649_be_baw, i_400_499_lfsta_ns, i_300_399_1eft_othnw, i_1_149_be_baw, i_400_499_be_wpt, negnil_inc_1ept_othnw, i_800_999_1eft_othpt, negnil_inc_1ept_othaw, i_3000_3499_1eft_othaw, i_2500_2999_be_wpt, i_3000_3499_1eft_othnw, i_1250_1499_1ept_othaw, i_2500_2999_1eft_othpt, negnil_inc_1eft_othnw, i_150_299_be_baw, i_300_399_be_wpt, i_1250_1499_1aw_othnw, negnil_inc_bnw, i_2500_2999_bnw, i_1000_1249_be_wft, i_3000_3499_be_wpt, i_500_649_1ept_othnw, i_3500_3999_tot, i_400_499_tot, i_1000_1249_be_baw, i_650_799_1ept_othaw, i_1000_1249_1eft_othaw, i_1750_1999_1ept_othaw, i_150_299_1eft_othaw, negnil_inc_lfsta_ns, i_2500_2999_tot, i_1750_1999_bnw, i_150_299_1eft_othnw, i_1_149_be_wpt, i_2000_2499_tot, i_2000_2499_be_wpt, i_2500_2999_1eft_othnw, i_1_149_1aw_othnw, i_1_149_bnw, i_150_299_be_wpt, i_150_299_tot, i_1250_1499_1ept_othnw, i_1500_1749_lfsta_ns, i_300_399_be_baw, i_3500_3999_1eft_othpt, i_1000_1249_1eft_othpt, i_1_149_1ept_othaw, i_150_299_bnw, i_3000_3499_bnw, i_1750_1999_be_wpt, i_650_799_1eft_othaw, i_1500_1749_be_wft, i_3500_3999_1eft_othaw, sa4_code16, i_650_799_lfsta_ns, i_150_299_1eft_othpt, i_1000_1249_1ept_othaw, i_1250_1499_be_wft, i_2500_2999_1ept_othnw, i_800_999_lfsta_ns
70,63,238,8,6,271,5,12,7,3,24,68,234,12,301,103,28,77,23,10,9,48,815,36,2331,3,3113,18,75,185,22,4529,12,42,31,1320,520,57,89,3,3,4346,0,27,75,1262,1015,161,1184,111,3,1522,180,4,1735,119,4085,19,3761,918,1535,448,0,100,3,522,1419,3,537,0,0,230,1969,994,1992,0,"Sydney - South West",10,802,97,4185,511,206,67,28,700,4,29,6,76,3,58,34,1064,2131,192,46,669,1051,75,66,562,31,309,0,718,1926,8,51,24,14,155,8,0,133,1504,14,910,70,0,49,433,11,19,24,1039,3,21,194,92,988,253,1084,955,7,58,10,0,53,18,105,40,3,10,15,0,28,19,173,0,168,128,492,35,1580,17,0,3,81,435,497,159,77,386,2382,1063,13,9,30,30,0,6,5643,653,24,8,7752,242,851,8,119,3,385,395,18,0,495,442,0,221,321,128,5,453,99,"127",17,5,32,336,214,16
26,29,61,0,3,24,0,6,0,0,0,22,189,3,89,10,15,46,17,0,3,27,367,12,209,0,455,15,10,28,3,1134,0,10,0,346,51,29,27,0,0,832,0,39,3,167,887,289,428,77,4,312,88,3,900,35,1661,9,3298,495,1059,47,0,7,3,785,142,0,79,0,3,80,1019,704,2617,0,"Sydney - Sutherland",0,121,128,1323,61,53,19,0,42,0,11,0,118,0,46,33,102,724,25,67,198,2851,21,69,77,3,165,0,41,1686,0,50,7,3,64,3,0,3,266,4,200,25,0,54,565,0,22,3,146,3,17,21,21,155,166,54,1482,0,10,3,11,0,54,12,4,0,0,0,0,3,0,61,0,188,141,224,14,2010,10,0,3,14,28,150,33,82,40,2570,81,4,5,10,12,0,0,4090,121,0,0,4082,134,370,3,12,0,49,75,5,0,755,192,0,20,97,76,0,100,121,"128",3,6,11,89,108,3
40,66,38,0,4,26,0,7,0,3,11,36,92,5,57,33,22,57,3,3,11,7,567,9,414,0,731,6,17,26,0,1487,0,17,11,366,89,16,16,0,3,1272,0,17,16,196,208,51,265,10,0,373,92,3,407,58,1334,9,1006,578,395,83,0,8,10,119,213,3,124,0,0,101,468,652,411,0,"Ballarat",3,100,26,1459,54,93,11,3,67,0,25,0,25,0,34,18,161,501,34,0,168,418,22,12,113,8,59,0,49,1194,3,15,4,3,5,8,0,11,397,4,95,28,0,17,98,8,8,8,199,0,7,26,30,137,110,140,410,3,35,0,10,15,17,12,7,0,0,3,0,8,0,112,0,47,47,62,31,770,3,0,0,23,29,30,73,35,50,526,114,13,6,30,23,0,0,1630,51,4,6,2528,87,164,0,15,3,52,97,3,0,154,301,0,22,11,55,3,136,16,"201",0,8,25,107,15,0
25,30,56,0,0,17,0,8,0,3,3,35,101,5,70,27,18,58,7,0,11,5,516,30,382,0,701,11,12,22,3,1463,0,9,6,351,75,11,23,0,4,1171,0,17,7,174,247,43,292,3,3,396,91,0,392,55,1363,16,986,584,320,84,0,11,3,101,166,0,112,0,0,126,507,598,372,0,"Bendigo",0,79,49,1414,49,90,3,4,53,0,14,0,18,0,51,6,153,512,30,11,188,385,24,8,131,12,51,0,84,1078,3,25,3,0,4,9,0,6,370,12,63,33,0,9,140,5,6,7,211,0,4,23,25,130,143,129,465,4,26,0,0,11,15,7,3,0,4,3,0,4,0,109,0,56,69,57,25,816,5,0,0,8,25,28,57,24,44,621,149,7,5,26,17,0,0,1746,64,8,0,2470,135,139,0,6,0,36,115,3,0,163,272,0,7,17,72,0,139,28,"202",4,9,24,106,28,4
64,94,84,0,4,53,0,12,3,3,3,49,237,4,136,46,17,107,15,12,11,22,778,35,635,0,1022,12,20,56,4,2373,0,19,11,674,150,42,43,0,4,1887,0,22,25,299,501,119,625,35,7,693,145,4,999,63,2639,22,2297,1006,706,124,0,20,6,361,320,0,189,0,5,185,867,1151,935,0,"Geelong",0,153,71,2510,95,142,37,12,113,3,18,3,40,0,67,38,241,916,57,31,309,1212,36,25,233,23,132,0,102,2329,8,46,10,7,15,6,0,19,618,10,171,53,0,28,291,3,17,17,302,3,9,46,44,233,215,213,1068,6,27,0,11,12,34,16,4,0,0,9,7,8,3,146,0,154,124,153,37,1861,14,0,3,37,45,72,72,52,94,1408,214,7,7,40,31,0,0,3688,132,10,0,5150,209,340,3,32,3,82,177,8,0,432,392,0,31,44,143,0,206,70,"203",4,11,22,132,73,6
52,52,37,0,0,37,3,12,0,4,5,34,121,0,55,23,18,61,4,3,15,7,569,25,378,0,729,3,20,30,5,1623,3,23,10,350,73,18,24,3,9,1308,0,20,8,145,246,30,282,13,0,451,84,0,361,62,1492,21,973,663,387,62,0,12,14,77,206,0,100,0,5,107,637,655,368,0,"Hume",4,75,16,1512,46,88,19,7,61,0,16,3,10,0,46,17,138,701,29,10,265,299,31,6,119,20,50,0,61,1114,0,25,10,4,12,16,0,19,437,4,62,24,3,7,80,5,9,16,221,0,4,15,24,138,127,123,386,4,45,10,5,13,14,3,11,0,0,0,0,10,4,106,0,53,69,58,27,820,3,0,0,30,13,33,96,28,48,551,124,9,12,31,19,0,0,1892,55,3,0,2632,115,138,0,6,3,38,89,7,0,143,326,0,17,11,70,3,165,32,"204",6,3,22,148,20,5
77,79,88,0,7,48,3,15,3,6,13,63,131,3,118,54,26,95,15,7,10,18,874,48,727,0,1313,8,41,44,7,2478,3,42,10,557,126,28,48,0,3,2193,0,19,18,300,302,66,450,19,3,624,106,0,638,95,2250,43,1384,964,472,129,0,9,11,220,330,3,211,0,5,171,672,992,553,3,"Latrobe - Gippsland",4,169,49,2298,108,170,22,4,100,0,20,3,29,6,63,23,294,728,49,23,343,666,29,13,251,22,102,7,133,1675,4,46,8,10,15,19,0,19,635,27,115,48,0,9,192,22,12,19,360,3,3,58,47,218,213,275,591,3,48,4,13,20,45,21,5,0,0,9,0,14,3,208,4,69,93,112,46,1222,4,0,0,50,45,52,139,45,82,884,264,26,9,40,36,0,9,2528,97,0,0,3782,149,220,3,18,3,96,165,9,0,266,526,0,47,26,104,11,206,47,"205",6,11,39,220,45,8
35,39,99,6,10,91,4,4,3,5,5,50,267,3,151,39,17,55,36,3,17,30,413,26,715,0,1031,26,26,103,12,1841,3,20,8,660,160,24,53,3,14,1647,3,41,24,363,915,741,667,72,7,545,117,0,1479,71,2040,22,3644,484,1023,167,0,34,6,1619,442,3,199,0,3,166,908,594,4191,0,"Melbourne - Inner",11,274,335,1918,254,151,21,20,168,0,14,8,226,0,50,29,261,755,78,112,206,4741,15,90,241,14,203,0,210,1649,3,62,7,8,78,3,0,43,501,22,331,42,0,78,1183,13,38,10,302,0,9,68,44,315,198,247,1649,3,34,3,4,23,106,41,11,0,3,13,0,16,12,117,0,255,221,297,28,2054,19,3,0,35,177,159,86,150,132,3595,361,7,0,13,18,0,0,4350,215,23,0,5051,282,488,5,58,3,185,160,8,0,904,219,0,103,108,139,3,145,243,"206",3,4,23,125,124,6
28,32,128,6,4,132,0,14,3,3,7,57,150,4,171,29,30,51,23,3,20,24,466,26,744,0,1168,24,28,131,5,1969,3,36,3,665,169,35,46,0,4,1822,4,39,45,350,975,465,670,98,10,580,111,3,1450,100,2212,32,3509,568,1047,183,0,37,7,1927,486,4,199,0,3,178,968,698,4243,0,"Melbourne - Inner East",14,252,356,2034,381,142,30,24,148,0,13,3,275,3,41,17,250,815,98,75,253,5309,19,107,238,14,223,5,124,1666,3,39,18,11,114,14,3,58,582,20,418,28,0,61,1200,11,13,11,383,3,16,67,78,319,133,191,1499,3,41,3,11,17,99,51,21,0,0,27,0,13,14,139,4,173,194,315,22,1946,35,0,3,22,280,221,99,157,135,3446,292,9,12,14,21,0,0,4346,212,16,4,5069,232,598,3,67,7,182,165,4,0,814,332,0,88,150,126,3,172,111,"207",0,9,20,165,165,3
33,56,124,3,0,72,0,4,3,0,5,69,252,0,160,28,26,68,37,3,13,31,620,31,586,0,923,17,23,98,3,2046,3,21,3,664,134,52,42,0,5,1709,0,45,21,267,1171,552,744,113,4,580,137,0,1644,85,2607,29,4540,722,1345,115,0,17,3,2002,329,4,160,0,3,163,1251,939,4773,0,"Melbourne - Inner South",13,202,281,2201,220,169,22,16,96,0,19,0,249,0,64,36,177,1005,50,79,321,5989,28,93,210,10,238,0,71,2313,3,58,15,9,111,11,3,40,547,21,305,37,0,82,1645,7,28,19,283,0,19,55,42,263,208,173,2125,9,41,9,19,15,100,22,10,0,0,10,0,15,12,123,3,261,203,349,22,2747,19,0,0,28,131,175,83,139,109,4398,181,5,0,10,23,5,3,5482,197,10,3,6122,259,545,3,45,9,106,170,6,0,1015,349,0,51,111,141,5,179,176,"208",3,8,19,141,160,8
103,158,225,10,7,160,3,20,6,3,11,110,419,8,284,83,48,177,29,7,23,43,1280,46,1583,0,2531,15,71,147,7,4708,6,37,21,1413,436,76,106,5,3,4206,0,54,51,748,1174,299,1241,103,4,1471,269,0,2228,163,4996,28,5052,1705,1612,298,0,50,6,914,921,5,405,0,0,302,2008,1781,2502,0,"Melbourne - North East",15,533,149,4971,380,315,64,20,308,0,35,9,114,0,115,48,572,2043,209,54,657,2917,71,78,463,29,317,0,385,4054,5,97,35,16,87,28,4,74,1557,15,576,82,0,68,797,14,32,45,968,0,28,118,90,684,478,532,2197,11,56,9,16,43,63,73,32,0,3,22,3,15,12,219,0,295,241,415,63,3534,26,0,3,74,291,250,154,137,258,3387,608,27,14,70,66,0,3,7691,495,20,3,10447,413,834,9,95,7,253,336,20,0,950,710,4,125,152,224,8,440,156,"209",12,10,49,353,183,18
78,83,201,11,3,196,3,15,3,3,22,69,243,8,219,79,34,116,28,8,17,31,952,46,1671,0,2498,11,82,130,24,3878,12,38,25,1177,418,32,68,6,0,3652,0,23,72,795,855,167,984,76,3,1247,164,0,1583,112,3660,27,3245,1093,1169,365,0,61,4,494,1031,8,454,0,3,218,1376,1192,1578,0,"Melbourne - North West",11,471,105,3701,398,205,35,26,435,0,25,4,80,4,84,26,678,1543,185,43,518,1386,47,41,435,29,233,0,548,2525,5,56,18,13,68,14,0,91,1354,12,558,53,0,37,499,10,19,31,861,3,22,150,71,607,298,630,1228,17,53,15,3,43,42,59,37,0,4,26,0,3,11,193,3,194,128,304,47,2046,20,0,0,72,320,219,112,71,279,2247,829,12,13,50,47,0,10,4870,395,22,3,7186,219,597,4,82,4,280,310,16,0,573,554,0,166,131,137,11,362,117,"210",24,8,32,296,126,22
113,146,213,5,5,121,3,32,11,3,12,81,442,3,269,61,38,167,29,3,23,42,1494,65,1121,0,1970,32,45,99,5,4563,0,39,12,1405,303,65,77,0,3,3636,5,62,46,579,1430,317,1374,98,9,1398,246,5,2384,170,5233,30,5411,1759,1820,244,0,45,5,1050,591,10,365,0,6,321,2173,2079,2797,0,"Melbourne - Outer East",13,393,145,4761,256,275,53,15,161,0,28,4,128,0,100,41,329,2064,130,60,625,3005,62,65,384,28,355,0,182,4535,3,114,10,4,75,16,3,46,1271,14,437,81,0,73,814,16,23,39,687,4,18,77,95,440,492,309,2366,11,47,3,19,26,56,42,16,3,0,14,3,21,11,261,0,281,274,424,55,4231,18,0,3,57,161,243,155,150,178,3826,375,15,15,54,53,0,3,8643,343,19,7,10918,391,876,0,48,4,161,323,10,0,1097,800,0,73,148,267,6,380,184,"211",3,10,30,310,183,11
217,213,339,14,12,371,3,36,6,10,31,159,489,13,452,156,64,229,44,13,42,65,2314,83,3038,0,4902,32,124,255,19,8720,8,79,34,2574,973,82,136,3,7,7853,3,49,110,1254,1784,253,2189,104,10,2990,389,9,3362,310,8321,72,6285,2683,2544,614,0,132,15,1019,1736,3,805,0,6,491,3650,2878,3378,4,"Melbourne - South East",25,728,165,8329,853,521,78,48,602,0,66,10,106,4,135,44,991,4309,386,65,1495,2574,87,88,883,56,477,3,642,5346,13,102,43,19,110,37,0,178,3133,28,896,114,0,84,944,27,32,69,1935,3,25,293,188,948,607,865,2239,21,119,27,34,100,61,136,56,4,7,42,0,47,36,491,0,303,299,614,94,4192,53,0,0,136,664,431,326,144,488,4233,1185,44,18,109,69,0,3,10844,648,50,6,16010,598,1281,9,147,14,524,658,22,0,944,1321,0,280,210,309,16,1040,173,"212",24,14,79,789,244,37
160,202,334,19,11,386,5,49,10,11,43,143,541,18,451,177,76,261,41,12,23,86,1970,89,2826,3,4750,25,128,286,37,8097,15,66,44,2709,825,103,137,6,11,7133,3,55,111,1143,1775,389,2206,123,9,2906,330,3,3599,264,7534,50,6663,2260,2688,610,0,136,15,968,1703,8,812,0,7,459,3473,2332,3309,3,"Melbourne - West",19,701,159,7810,713,416,98,32,555,6,58,8,103,0,135,59,948,3874,383,66,1308,2513,101,70,813,51,444,0,723,4699,3,98,33,15,104,49,3,169,2936,22,788,127,0,73,1088,27,33,62,1942,5,27,271,163,979,611,867,2341,21,93,27,15,95,67,118,60,5,12,49,3,37,28,411,3,387,289,614,103,3899,43,3,6,154,548,361,277,164,510,4485,1236,33,17,88,57,0,8,10314,572,37,8,14908,460,1241,12,190,18,546,612,23,0,1026,1149,0,319,200,274,21,878,243,"213",27,8,60,664,207,26
73,102,109,4,3,36,4,19,0,0,8,54,172,4,142,44,26,89,25,3,7,14,867,36,559,0,1047,13,24,48,3,2486,0,19,14,719,143,35,47,0,3,1912,3,25,6,282,558,111,651,36,3,769,151,0,1007,72,2750,15,2409,1075,870,112,0,9,7,394,285,0,181,0,3,164,997,1222,1114,0,"Mornington Peninsula",3,171,72,2644,116,159,25,10,76,3,20,6,56,0,69,30,213,1058,57,23,330,1214,37,19,213,16,137,0,84,2387,3,53,11,3,28,8,0,19,667,9,187,48,0,28,353,9,22,29,338,0,5,30,43,222,222,176,1011,7,33,5,11,5,20,20,6,3,0,6,0,10,3,147,0,117,130,178,29,1927,13,0,3,32,71,83,75,79,78,1519,151,14,5,29,23,0,0,3873,137,3,0,5355,187,378,0,24,0,78,158,5,0,420,403,0,32,53,128,4,188,53,"214",0,5,19,148,81,8
59,59,34,0,0,30,7,14,0,0,9,53,70,0,47,24,19,49,0,5,25,5,595,20,482,0,834,3,24,56,0,1483,0,8,10,246,100,17,12,0,9,1305,0,10,11,159,182,28,213,10,12,325,71,3,241,52,1271,37,674,554,294,76,3,6,18,80,231,3,113,0,6,70,462,571,238,0,"North West",6,77,10,1279,89,92,17,3,67,0,11,3,4,0,31,9,161,564,54,8,251,228,16,3,97,13,45,0,99,928,10,21,8,3,0,7,0,14,362,16,54,25,0,6,48,13,0,11,260,0,3,25,23,97,104,158,267,12,44,8,18,11,9,14,7,0,0,3,0,4,4,141,0,34,41,27,25,514,6,0,0,21,34,25,93,14,42,368,179,7,10,34,19,0,0,1249,48,6,0,2091,77,83,0,23,3,87,91,11,0,102,394,0,33,11,55,6,174,12,"215",5,19,20,182,16,11
53,46,39,0,3,37,0,14,3,6,5,46,64,0,57,30,19,59,0,0,4,5,442,17,369,0,625,3,24,35,4,1264,0,7,6,259,56,19,25,0,9,1075,0,12,17,158,167,26,184,14,5,311,62,4,253,44,1184,35,711,464,306,54,0,9,12,59,209,0,86,0,10,61,450,545,277,0,"Shepparton",7,65,15,1163,80,60,4,3,88,0,18,0,20,0,36,6,133,567,45,8,228,233,24,3,97,17,37,0,90,862,0,18,3,3,3,3,0,11,339,10,57,31,0,7,48,7,4,4,172,0,0,25,17,104,100,130,286,3,41,3,10,13,9,9,11,0,0,4,0,4,4,95,0,38,27,34,16,561,7,0,0,21,35,13,80,11,34,366,166,11,3,15,18,0,3,1261,63,9,0,2055,75,82,0,11,3,66,76,9,0,112,272,0,29,5,45,3,153,16,"216",3,8,5,152,20,4
51,40,25,0,4,24,3,10,0,3,9,48,69,0,41,19,17,40,6,3,14,8,505,10,314,0,595,4,19,36,3,1195,0,18,4,229,56,28,18,4,10,1051,0,8,12,106,135,25,177,3,5,257,67,0,231,43,1112,37,667,532,245,48,0,4,18,61,141,0,92,0,7,81,362,548,224,0,"Warrnambool and South West",10,54,24,1145,69,74,15,5,32,0,20,0,8,4,24,4,107,484,14,10,170,261,15,0,106,8,43,0,45,898,4,21,0,3,7,13,0,5,306,15,40,27,3,7,54,13,6,14,172,0,5,15,13,68,84,88,283,4,41,5,8,5,7,3,6,0,0,0,0,3,3,96,0,44,40,46,14,607,4,0,0,18,24,27,89,24,33,352,116,11,3,26,17,0,4,1263,40,7,5,1921,78,86,0,7,0,42,67,3,0,109,303,0,13,3,59,6,133,17,"217",7,6,8,112,18,3
46,43,82,0,4,25,0,4,0,0,3,24,205,0,100,19,4,78,11,3,3,20,508,12,326,0,591,9,28,25,0,1639,0,6,7,459,65,27,31,0,0,1212,0,25,12,227,903,140,485,41,3,501,78,0,889,29,2030,14,2619,652,1136,76,0,4,7,476,156,3,119,0,0,87,1221,774,1697,0,"Brisbane - East",3,127,65,1703,47,78,26,5,56,0,12,3,48,0,53,17,145,1179,21,17,344,1394,20,22,131,8,115,0,48,1720,3,46,4,3,39,5,0,11,434,6,162,29,0,33,397,10,21,12,176,0,15,16,24,180,192,100,971,3,20,4,3,8,37,10,6,0,3,10,0,4,3,58,0,144,101,175,11,1655,0,0,0,25,29,68,67,55,51,1946,90,3,7,17,23,0,0,3773,125,8,0,4545,161,351,0,9,3,38,124,4,0,415,218,0,17,40,71,0,187,88,"301",3,0,11,133,66,5
32,37,69,0,0,33,0,3,0,0,3,23,189,0,112,22,6,73,13,0,0,22,370,11,348,0,607,11,21,37,4,1460,0,10,7,437,103,27,37,0,0,1087,0,34,13,189,649,183,477,33,0,473,80,0,831,35,1727,0,2382,496,917,79,0,14,3,426,176,0,124,0,0,90,974,600,1466,0,"Brisbane - North",0,128,73,1503,73,72,25,6,76,0,10,5,57,0,37,21,133,908,24,33,275,1234,28,35,131,9,118,0,65,1284,0,48,5,3,32,9,0,11,436,3,162,36,0,33,347,3,5,7,208,0,10,31,14,169,174,112,903,8,13,5,0,9,33,15,0,0,0,5,0,5,3,57,0,172,86,182,16,1352,7,0,0,25,62,74,47,62,45,1652,118,3,3,15,18,0,0,3139,109,3,0,3741,154,299,0,24,0,36,111,0,0,423,152,0,19,51,67,4,162,107,"302",0,0,17,154,60,3
59,52,129,4,3,96,3,12,0,5,5,54,277,3,141,36,20,80,22,6,6,30,653,21,875,0,1368,13,26,102,10,2489,5,24,15,746,237,39,47,0,8,2171,0,34,37,410,1065,269,692,62,5,786,128,3,1308,130,2625,24,3607,746,1318,195,0,45,4,783,512,3,235,0,5,170,1521,865,2526,0,"Brisbane - South",12,235,132,2386,231,163,22,13,167,0,17,5,96,0,58,23,268,1322,110,48,437,2272,47,50,279,16,192,0,206,1982,3,52,12,3,64,19,0,44,771,12,329,44,0,57,638,6,18,26,505,0,14,78,68,291,226,267,1480,13,38,4,10,16,56,41,6,3,3,11,0,12,7,121,0,182,158,278,31,2044,8,0,0,49,189,144,100,114,162,2793,361,5,5,24,34,0,6,4874,216,16,4,5786,269,488,5,58,9,169,195,7,0,722,352,0,94,97,126,5,243,140,"303",5,10,22,231,118,8
16,27,53,3,0,34,0,3,0,0,0,15,144,3,66,8,0,36,20,0,3,16,231,6,221,0,440,8,17,34,4,901,0,11,4,377,57,29,29,0,3,666,0,33,12,122,709,215,392,45,0,283,48,0,797,45,1149,9,2304,297,832,58,0,15,0,778,137,3,84,0,0,73,672,366,2138,0,"Brisbane - West",3,95,95,1022,79,57,16,9,53,0,12,0,127,0,27,25,108,506,29,27,145,2166,16,35,99,3,94,0,44,1019,0,21,0,3,40,0,0,15,216,8,159,12,0,41,628,3,3,8,119,0,6,22,10,117,107,72,980,0,21,0,0,3,51,12,7,0,0,4,3,4,4,43,0,116,109,161,9,1280,7,0,0,15,58,87,23,62,38,2057,92,7,0,13,9,0,0,2742,81,3,3,2852,100,306,0,15,0,45,86,0,0,446,106,0,19,47,53,0,74,113,"304",0,3,11,57,70,0
12,14,51,4,3,26,0,0,0,0,3,18,105,0,54,6,15,17,36,0,0,13,154,9,243,0,331,8,7,27,0,682,0,6,0,279,52,9,28,0,0,560,0,23,4,94,573,369,291,42,0,204,49,0,656,30,840,13,1796,200,596,57,0,20,8,1080,129,0,60,0,0,52,465,238,2720,0,"Brisbane Inner City",3,102,209,799,124,53,11,5,51,0,3,0,112,0,27,12,53,374,19,55,100,3076,13,44,81,4,74,0,48,616,0,26,4,3,40,0,0,6,199,10,99,13,0,41,813,5,8,3,118,0,6,17,32,106,72,58,756,0,17,0,3,3,53,12,3,0,0,4,0,4,4,41,3,124,58,134,3,858,17,3,0,12,85,71,36,57,39,2117,82,6,0,5,7,0,0,1912,79,0,0,2050,86,246,0,14,4,40,70,0,0,443,69,0,24,45,48,0,73,113,"305",0,3,4,56,65,4
37,63,62,9,0,60,0,7,0,0,9,55,134,0,102,38,20,66,14,3,6,21,669,32,630,3,1045,6,32,66,7,2010,0,10,14,445,137,31,41,0,7,1644,0,14,11,278,428,72,369,29,4,520,93,0,495,69,1906,26,1426,718,698,119,0,11,11,131,305,0,207,0,4,160,936,709,655,0,"Cairns",3,127,36,1909,98,133,26,8,121,0,10,0,19,0,47,23,229,1093,44,15,439,479,32,8,191,21,120,3,133,1300,3,36,7,3,14,13,0,27,520,13,113,38,0,24,152,10,9,14,327,3,11,46,34,182,169,214,436,4,45,4,5,23,17,17,18,0,0,14,0,12,6,115,0,76,80,73,26,913,3,0,3,36,48,33,80,41,72,892,235,10,3,26,35,0,0,2386,84,10,4,3545,124,174,3,35,0,71,139,6,0,213,329,0,38,17,95,0,276,26,"306",4,5,24,207,36,3
39,41,27,0,0,29,0,6,0,0,3,50,53,0,39,16,23,43,9,3,9,3,418,19,393,0,592,8,11,39,0,1260,0,10,3,285,83,6,34,0,17,1118,0,12,12,148,171,29,221,3,7,359,41,4,321,22,1085,23,635,410,276,46,0,9,18,59,188,0,64,0,4,60,419,439,296,3,"Darling Downs - Maranoa",7,61,17,1093,61,66,11,3,74,0,8,0,3,4,35,11,124,576,34,16,238,220,12,0,98,11,40,6,70,669,3,19,8,4,3,4,0,7,374,19,51,16,0,3,66,18,3,6,205,0,4,11,26,103,91,151,233,3,47,3,11,16,10,7,0,0,0,3,0,5,3,102,0,37,36,34,16,493,9,0,0,12,15,15,85,21,31,375,129,9,0,19,13,0,3,1168,39,10,0,1891,53,100,0,9,6,47,67,3,3,84,290,0,12,11,50,6,172,17,"307",0,9,8,165,11,9
