ut_ft_s_25ov_nonind_p, ut_ft_s_25ov_nonind_m, ut_ft_pt_stu_st_ns_totf, oei_indst_nsp, tfei_pt_st_25ov_id_s_n_s_p, ut_ft_s_25ov_nonind_f, tfei_ft_st_25over_id_m, tfei_ft_pt_s_s_nt_st_id_f, tfei_ft_st_25over_id_p, tfei_ft_pt_s_s_nt_st_id_p, tfei_ft_st_25over_id_f, tfei_ft_pt_s_s_nt_st_id_m, oei_indst_nsm, oei_indst_nsf, tfei_pt_st_15_24_id_p, tfei_pt_st_15_24_id_m, ut_ft_pt_stu_st_ns_nonind_p, tfei_pt_st_15_24_id_f, ut_tot_indig_f, ut_ft_pt_stu_st_ns_nonind_m, ut_tot_nonind_p, ut_pt_s_15_24_totp, tfei_tot_indig_f, ut_ft_pt_stud_st_ns_ind_m, ut_ft_pt_stu_st_ns_nonind_f, ut_ft_pt_stud_st_ns_ind_p, tfei_tot_indig_p, tfei_tot_indig_m, ut_ft_pt_stud_st_ns_ind_f, ut_tot_nonind_m, tfei_ft_st_25ov_non_id_f, t_ei_ns_nonind_f, ut_tot_nonind_f, tfei_ft_st_25ov_non_id_m, t_ei_ns_nonind_p, ut_pt_s_25over_in_f, t_ei_ns_nonind_m, tfei_ft_st_25ov_non_id_p, ut_pt_s_25over_in_p, ut_pt_s_25over_in_m, ut_tot_indig_m, ut_tot_indig_p, t_ei_ns_ind_p, tfei_ft_st_15_24_in_m, t_ei_ns_ind_m, infprim_indig_st_nsp, infprim_indig_st_nsm, ut_ft_s_25ov_totf, oei_totm, oei_totp, tfei_ft_st_25ov_i_s_n_st_m, ut_ft_s_15_24_nonind_f, ut_ft_s_25ov_totp, ut_ft_s_25ov_totm, tfei_ft_st_25ov_i_s_n_st_p, ut_ft_s_15_24_nonind_m, tfei_tot_indst_nsp, infprim_nonind_f, tfei_tot_indst_nsm, infprim_nonind_m, infprim_nonind_p, tfei_tot_indst_nsf, oei_nonind_p, oei_nonind_m, ut_ft_pt_st_st_ns_in_st_nsp, ut_ft_pt_st_st_ns_in_st_nsm, tfei_pt_st_25ov_i_s_n_s_m, oei_nonind_f, tfei_ft_pt_s_s_n_s_no_id_p, tfei_ft_st_25ov_i_s_n_st_f, ut_ft_s_15_24_nonind_p, infprim_indig_st_nsf, sec_indig_p, oei_totf, ut_ft_pt_st_st_ns_in_st_nsf, sa4_name16, tfei_pt_st_25ov_non_id_p, tfei_pt_st_25ov_non_id_m, ut_pt_s_25over_totf, tfei_pt_st_25ov_i_s_n_s_f, ut_pt_s_25over_totm, ut_pt_s_25over_totp, tfei_ft_st_15_24_no_id_p, tfei_ft_st_15_24_i_s_n_s_p, tfei_tot_nonind_p, tfei_ft_st_15_24_i_s_n_s_m, ut_ft_pt_stu_st_ns_totp, tfei_tot_nonind_f, tfei_ft_st_15_24_i_s_n_s_f, tfei_tot_nonind_m, tfei_ft_st_15_24_no_id_f, tfei_ft_st_15_24_no_id_m, ut_ft_pt_stu_st_ns_totm, tfei_pt_st_15_24_non_id_m, tfei_f_p_s_s_n_s_i_s_n_s_m, tfei_pt_st_25ov_totm, tfei_f_p_s_s_n_s_i_s_n_s_p, infprim_totm, tfei_tot_totf, infprim_totp, tfei_f_p_s_s_n_s_i_s_n_s_f, tfei_pt_st_25ov_totf, t_ei_ns_indst_nsm, tfei_pt_st_25ov_non_id_f, t_ei_ns_indst_nsf, infprim_totf, presch_indig_f, ut_pt_s_15_24_nonind_f, ut_ft_s_25ov_indst_nsm, ut_tot_indigstat_nsf, ut_pt_s_15_24_nonind_p, ut_ft_s_25ov_indst_nsp, sec_indig_m, ut_ft_s_25_over_ind_f, ut_tot_indigstat_nsp, ut_tot_indigstat_nsm, ut_ft_s_25ov_indst_nsf, tfei_pt_st_15_24_no_id_f, tfei_pt_st_15_24_no_id_p, tfei_tot_totm, sec_indig_f, tfei_tot_totp, tfei_ft_st_15_24_totm, tfei_ft_st_15_24_totp, sec_nonind_p, tfei_ft_pt_s_s_nt_st_to_f, tfei_ft_st_15_24_totf, tfei_ft_pt_s_s_nt_st_to_p, ut_ft_s_25_over_ind_p, tfei_ft_pt_s_s_nt_st_to_m, ut_ft_s_25_over_ind_m, ut_pt_s_15_24_ind_p, ut_pt_s_15_24_ind_m, tfei_pt_st_15_24_totm, tfei_ft_st_15_24_id_f, sec_nonind_f, ut_ft_s_15_24_in_st_nsm, tfei_pt_st_15_24_totp, ut_ft_s_15_24_in_st_nsp, sec_nonind_m, tfei_pt_st_15_24_i_s_n_s_f, presch_indig_p, tfei_pt_st_15_24_totf, presch_indig_m, ut_ft_s_15_24_in_st_nsf, ut_pt_s_15_24_ind_f, tfei_pt_st_25ov_totp, tfei_ft_pt_s_s_n_st_n_i_f, tfei_ft_pt_s_s_nt_s_n_i_m, ut_pt_s_25over_non_in_f, sec_totf, oei_ind_f, ut_tot_totp, ut_pt_s_15_24_in_st_nsf, tfei_pt_st_15_24_i_s_n_s_m, ut_tot_totm, tfei_pt_st_15_24_i_s_n_s_p, ut_pt_s_15_24_in_st_nsp, ut_tot_totf, t_ei_ns_ind_f, ut_pt_s_15_24_in_st_nsm, tfei_ft_st_15_24_id_p, oei_ind_m, oei_ind_p, ut_pt_s_15_24_totm, ut_pt_s_25over_non_in_p, sec_totm, sec_totp, ut_pt_s_15_24_totf, ut_pt_s_25over_non_in_m, tfei_ft_st_25ov_totf, presch_nonind_m, presch_nonind_p, ut_ft_s_15_24_ind_p, ut_pt_s_25ov_in_s_nsp, ut_pt_s_25ov_in_s_nsm, tfei_pt_st_25ov_id_p, presch_nonind_f, tfei_pt_st_25ov_id_m, sec_indig_st_nsp, ut_ft_s_15_24_ind_f, sec_indig_st_nsm, tfei_pt_st_25ov_id_f, ut_ft_s_15_24_ind_m, tfei_ft_st_25ov_totp, sec_indig_st_nsf, presch_totp, tfei_ft_st_25ov_totm, ut_pt_s_25ov_in_s_nsf, presch_totm, presch_indig_st_nsm, presch_totf, infprim_indig_m, ut_pt_s_15_24_no_ind_m, presch_indig_st_nsp, infprim_indig_p, ut_ft_s_15_24_totf, sa4_code16, ut_ft_s_15_24_totm, ut_ft_s_15_24_totp, infprim_indig_f, presch_indig_st_nsf
1825,761,30,9,13,1058,12,0,47,0,35,0,3,8,141,80,55,64,243,27,11145,1035,236,0,23,0,385,144,0,4540,553,2797,6602,257,5565,74,2769,802,92,14,95,336,630,18,324,220,103,1104,631,1941,3,2835,1886,787,6,2271,42,12492,22,12932,25423,21,1849,586,0,0,5,1268,53,0,5108,116,1285,1311,0,"Sydney - Outer West and Blue Mountains",2322,857,2171,10,1100,3270,796,9,6048,3,58,3155,4,2890,460,343,27,1410,0,900,0,13938,3415,27351,0,1559,6296,1460,6393,13413,188,599,7,33,990,11,676,38,66,34,3,661,2076,3058,603,6476,362,868,19192,28,504,50,54,24,13,38,12,1495,43,9546,14,2229,34,9654,8,400,732,209,15,26,2467,28,27,2083,10218,41,11544,3,8,4667,16,6,6882,307,3,62,40,76,409,3162,10411,20630,632,1084,592,2982,5703,155,17,3,129,2723,36,148,97,83,93,58,862,67,6153,267,9,3221,28,2936,907,396,53,1707,2947,"124",2350,5298,803,23
6668,3473,60,29,9,3197,10,0,12,0,7,0,16,18,28,12,118,16,76,57,27390,1738,55,0,57,0,100,42,0,13669,1546,4805,13725,985,11022,18,6218,2530,34,9,41,119,476,11,325,276,155,3225,2391,5625,8,7376,6711,3489,10,7428,54,17144,30,18146,35290,26,5571,2367,6,0,4,3206,94,6,14804,118,246,3233,4,"Sydney - Parramatta",3323,1345,2279,9,1840,4116,1667,9,9094,3,121,4803,7,4289,775,895,62,1012,6,1359,5,18463,4890,35910,4,2004,10343,1976,10041,17454,27,846,10,59,1727,26,135,18,97,37,11,463,1477,4361,106,9246,912,1706,26008,41,794,106,22,57,6,10,3,1035,16,12709,25,1518,54,13302,7,59,489,32,31,7,3362,42,52,2247,12892,11,27602,0,10,13751,16,3,13853,148,3,25,13,28,884,4072,13515,26408,858,1823,1555,3816,7331,54,15,9,34,3512,15,151,31,74,16,19,2553,77,7439,998,6,3873,24,3562,163,881,39,353,7433,"125",7472,14904,191,21
3479,1698,23,9,3,1777,0,0,0,0,0,0,3,8,3,3,50,5,34,28,16623,930,8,0,19,0,22,8,0,8031,537,1226,8590,363,2284,8,1062,895,13,5,30,63,15,0,5,69,33,1782,599,1526,3,4994,3496,1706,4,4838,16,6648,9,7034,13678,3,1513,595,7,3,3,921,26,0,9829,37,86,930,0,"Sydney - Ryde",1469,531,1331,0,1040,2367,595,6,3505,3,53,1964,3,1544,323,276,27,367,0,544,0,7112,1980,13832,0,947,2820,938,2837,6719,5,477,3,30,922,6,56,3,59,24,4,150,514,1565,35,3546,273,602,11294,11,328,26,6,8,3,0,0,373,0,5291,13,525,30,6002,0,13,153,3,19,0,1483,11,8,1322,5344,3,16749,4,4,8087,4,4,8663,5,3,3,0,3,449,2343,6086,11434,484,1024,539,1542,3040,45,7,3,11,1496,8,57,29,27,6,12,907,26,3061,363,5,1555,8,1508,43,443,9,87,5045,"126",4858,9900,45,0
2506,1115,48,28,17,1395,3,0,10,0,9,0,7,19,31,18,83,11,86,37,19001,1657,63,0,48,0,115,49,0,8314,1355,5029,10687,740,9644,16,4618,2098,23,9,37,127,176,5,88,324,167,1421,1753,4631,10,6817,2540,1114,14,5430,68,16893,36,17793,34684,34,4565,1730,3,3,3,2835,135,4,12250,159,531,2876,0,"Sydney - South West",2608,992,1579,15,986,2569,1784,9,8497,5,88,4439,3,4054,855,933,41,1321,3,1018,3,18344,4540,35724,4,1657,9161,1615,9002,17382,57,870,0,52,1624,14,265,13,84,33,6,557,1879,4141,270,8678,942,1816,30225,63,871,141,20,73,3,20,4,1357,15,14949,19,1930,53,15268,3,135,576,77,31,16,2671,61,73,1560,15331,20,19213,4,14,8394,19,12,10821,86,4,20,11,37,770,2535,15655,30989,887,975,1372,3176,6048,67,7,0,46,2869,18,229,45,122,29,28,2125,110,6241,750,5,3276,20,2960,384,759,49,717,6889,"127",5477,12373,332,31
1022,465,27,9,6,562,5,0,7,5,3,3,3,3,32,26,49,8,71,17,9360,849,24,0,27,0,72,48,0,3962,198,1381,5400,115,2474,19,1097,318,27,5,28,99,83,3,41,119,68,580,441,1234,0,2805,1050,471,0,2225,21,8931,15,9519,18450,5,1209,428,0,0,5,780,32,0,5026,48,258,791,0,"Sydney - Sutherland",1396,560,1555,3,906,2465,507,0,3704,0,48,1731,0,1970,294,207,21,1063,0,577,0,9772,1763,18907,0,850,3436,839,3415,9135,38,472,0,24,833,4,122,17,47,19,3,383,1450,2028,138,3790,211,513,14325,16,302,32,16,16,3,14,3,1101,3,7125,13,1496,21,7196,4,77,396,39,14,6,1428,16,15,1528,7312,10,9502,0,6,4011,10,8,5498,39,3,7,3,14,371,2431,7376,14680,480,897,203,2324,4342,44,11,0,24,2022,12,95,33,51,8,9,322,44,4448,121,7,2372,15,2070,175,361,20,336,2849,"128",2243,5089,154,8
1112,440,10,13,4,672,0,0,9,0,7,0,6,9,12,4,22,10,50,15,6122,397,31,0,13,0,50,21,0,2426,145,1789,3696,81,3719,12,1927,233,17,3,31,82,108,12,59,139,71,701,441,1090,0,1758,1149,452,0,1299,12,6078,10,6372,12456,9,1052,419,0,0,0,635,30,0,3060,66,232,649,0,"Ballarat",774,328,1034,4,529,1560,414,7,2004,5,25,1018,3,990,198,219,15,346,0,330,3,6630,1053,12965,0,456,4099,444,4348,6334,30,229,0,26,379,11,109,12,33,8,7,209,553,1014,123,2069,226,439,9489,15,212,34,20,23,10,8,3,352,9,4720,8,570,11,4773,0,68,219,39,11,3,785,15,23,1025,4887,10,6236,3,3,2462,4,7,3774,49,3,15,9,20,157,1541,4942,9827,241,520,152,1209,2400,36,7,5,12,1190,3,107,24,64,7,9,235,44,2496,87,6,1264,19,1226,179,152,31,362,1786,"201",1313,3104,187,12
780,276,13,3,7,502,0,0,0,0,0,0,0,0,13,8,20,3,38,6,4744,263,23,0,14,0,42,21,0,1676,252,1898,3068,133,4230,5,2333,386,10,5,26,56,149,4,98,189,94,514,341,931,0,1570,799,290,3,909,22,5734,13,6080,11814,6,900,326,0,0,3,569,20,0,2481,94,215,587,0,"Bendigo",808,299,829,6,395,1224,536,11,2347,7,22,1290,0,1059,291,242,8,371,0,307,0,6344,1319,12332,0,523,4418,512,4570,5991,29,164,0,16,253,0,107,9,22,7,0,226,602,1091,112,2414,253,555,9192,6,299,19,23,9,8,6,3,384,6,4541,8,620,15,4648,0,65,233,36,8,0,830,6,9,819,4720,18,4826,0,3,1705,3,3,3119,56,3,17,9,23,97,1204,4814,9530,161,389,257,1215,2278,24,9,0,11,1066,4,123,19,58,7,8,395,63,2374,133,4,1269,23,1104,174,90,37,339,1598,"202",918,2516,165,17
2163,988,33,24,11,1180,0,0,12,0,11,0,5,17,22,19,42,5,76,10,11813,755,36,0,29,3,69,33,0,5003,440,2818,6807,217,6095,28,3278,660,38,11,35,111,150,10,105,247,146,1202,861,2256,0,3521,2189,988,6,2872,37,10806,19,11286,22090,15,2201,840,3,3,5,1361,31,5,6395,101,330,1391,0,"Geelong",1703,721,1677,7,843,2523,1018,14,4622,6,44,2418,3,2209,546,472,17,785,0,732,3,11630,2473,22748,3,995,6492,979,6701,11118,48,433,0,31,739,4,157,18,51,15,4,436,1218,2260,175,4735,487,1051,17391,18,564,34,18,14,3,7,6,811,12,8474,10,1253,20,8913,0,79,438,35,15,4,1726,13,10,1646,8747,17,11972,3,9,5059,12,9,6909,48,5,20,11,26,314,2478,9165,17911,439,832,456,2378,4486,48,14,0,14,2103,5,189,30,89,11,15,672,96,4612,222,10,2436,23,2176,203,308,44,412,3560,"203",2898,6456,207,21
497,141,12,12,3,356,0,0,10,0,8,0,6,6,36,16,16,13,32,0,3006,224,53,0,11,0,88,37,0,911,262,2308,2094,131,4454,12,2145,387,16,3,9,42,136,12,79,196,104,370,479,1139,0,659,514,148,3,334,21,6232,13,6633,12861,13,1090,454,0,0,0,632,27,3,991,93,292,656,0,"Hume",1138,398,941,4,366,1312,629,7,3081,3,15,1643,0,1441,286,339,3,559,0,403,0,6939,1700,13511,0,750,5141,740,5124,6575,39,148,0,15,215,8,154,9,27,13,3,349,908,1489,137,3194,354,663,10344,13,304,29,10,11,3,8,3,584,12,5177,3,949,7,5170,4,69,368,36,4,3,1159,11,11,928,5399,21,3067,0,3,930,10,4,2140,60,0,28,14,34,73,1285,5413,10804,149,360,268,1296,2523,10,8,4,17,1225,4,168,10,89,11,0,399,86,2630,133,4,1348,23,1282,205,65,37,456,666,"204",341,1013,244,18
912,272,15,27,12,642,10,3,19,3,16,0,18,11,38,14,22,17,51,4,5053,386,70,0,15,0,110,44,0,1592,395,3509,3456,142,7245,14,3732,537,22,11,25,75,303,15,178,320,169,660,628,1710,0,1212,932,273,3,700,33,9805,15,10331,20136,18,1638,585,0,0,5,1054,33,3,1909,151,408,1085,0,"Latrobe - Gippsland",1473,504,1343,6,507,1848,746,9,3960,3,22,2247,3,1720,413,329,4,728,0,514,0,10806,2333,21103,0,994,8460,970,8662,10296,72,261,0,16,382,3,199,15,19,3,0,444,1173,1778,207,4110,343,783,15327,22,434,36,23,18,7,3,0,747,18,7738,4,1222,10,7589,3,141,474,71,4,0,1507,16,13,1324,8059,25,5146,3,4,1623,12,3,3520,128,0,30,26,51,122,1819,7904,15965,265,495,413,1866,3648,29,7,0,20,1778,4,234,17,116,11,11,561,119,3844,152,7,1972,34,1869,306,118,58,645,1233,"205",714,1947,336,20
16558,7770,105,49,19,8792,9,0,11,0,6,0,22,28,13,5,190,7,187,85,72854,2500,37,0,103,0,71,39,0,31930,2061,4101,40926,1628,7958,44,3851,3683,71,27,138,326,149,9,88,236,133,8850,3200,8179,8,23530,16683,7834,20,18253,52,13064,26,13393,26455,29,8102,3162,4,5,8,4937,78,7,41784,109,140,4977,3,"Melbourne - Inner",3769,1734,7143,10,4814,11961,2901,13,11542,8,197,6099,3,5444,1486,1415,90,636,0,1753,3,13596,6162,26852,0,2054,22892,2036,23145,13255,20,1429,24,135,2464,54,66,32,220,87,32,480,1112,5507,73,11670,1428,2941,19131,43,1505,76,75,33,44,13,7,645,19,9687,44,1129,112,9446,0,32,482,16,67,11,3806,44,34,7071,9840,17,73397,7,3,32152,3,15,41253,61,10,29,15,28,1049,11857,9608,19453,1447,4787,2076,3361,6556,163,37,5,21,3198,11,181,103,95,4,61,3717,84,6654,1643,29,3412,37,3246,78,1034,65,163,23700,"206",18360,42056,86,30
5835,2875,67,9,6,2957,4,0,5,0,3,0,7,5,0,0,106,0,41,38,32221,1579,12,0,71,0,20,15,0,15664,753,2528,16549,606,4567,7,2038,1361,14,4,32,70,29,9,24,141,70,2975,1422,3514,0,10175,5873,2889,0,10185,16,13467,11,14269,27736,6,3496,1413,0,0,0,2084,31,0,20359,68,69,2094,0,"Melbourne - Inner East",1730,768,2567,3,1811,4377,1427,3,5291,3,111,2524,0,2772,581,849,41,525,0,775,0,14375,2538,27935,0,962,6290,957,6622,13561,6,805,13,63,1566,17,43,10,130,66,12,211,738,2792,27,5328,860,1450,25470,17,584,34,15,15,6,3,0,526,6,12736,45,741,81,12727,0,13,216,6,37,0,1735,17,15,2543,12858,3,32419,4,0,15760,0,9,16655,13,8,12,7,9,769,4348,12845,25702,813,1804,759,3005,5798,42,17,4,3,2791,0,162,18,73,0,15,1366,85,5841,614,9,3031,17,2810,31,766,26,57,10229,"207",10247,20481,24,8
4495,2054,68,21,12,2437,0,0,3,0,3,0,12,6,14,10,104,6,52,38,26008,1389,18,0,60,3,26,12,3,11737,680,3029,14273,438,5362,15,2330,1115,22,10,27,72,43,0,13,196,87,2459,1237,3197,3,8215,4516,2062,3,7215,30,16685,16,17385,34064,15,3170,1218,3,0,3,1948,34,4,15426,103,79,1962,4,"Melbourne - Inner South",1910,812,2854,6,1779,4632,1348,10,5393,3,109,2664,8,2724,593,758,45,691,0,820,4,17536,2699,34385,3,1111,8265,1094,8603,16851,14,729,0,39,1381,7,48,11,75,36,8,291,979,2751,31,5451,770,1367,26212,13,597,38,17,23,3,9,0,703,6,12947,29,1000,54,13259,0,27,292,11,23,4,1927,9,22,2833,13062,6,26162,0,3,11796,6,0,14365,27,0,7,3,8,658,4607,13390,26447,733,1775,683,3883,7404,28,8,0,7,3514,3,161,19,80,6,16,1126,81,7471,438,4,3926,26,3549,64,657,41,127,8255,"208",7258,15512,66,14
6112,2961,58,27,13,3150,9,0,22,0,12,0,14,14,39,28,103,13,101,45,28160,1472,56,0,54,0,122,65,0,12762,1077,4874,15400,672,9110,22,4239,1751,30,11,42,150,163,20,86,447,236,3182,1909,4753,0,8511,6164,2979,11,7292,66,19449,31,20635,40079,38,4672,1877,5,0,6,2793,65,3,15805,210,355,2842,5,"Melbourne - North East",2793,1239,2915,9,1817,4739,2118,25,8596,11,104,4228,14,4370,1040,1081,46,1330,0,1252,0,21133,4318,41034,0,1575,10220,1557,10581,19901,55,792,9,65,1451,19,177,22,134,67,9,533,1866,4466,181,8783,1106,2176,29773,22,1070,68,38,43,14,11,3,1371,22,14551,37,1926,82,15221,10,109,552,59,40,7,2831,21,43,2889,14881,28,28438,3,9,12867,23,7,15570,79,3,39,17,46,666,4688,15540,30422,800,1800,1096,4382,8498,72,19,12,21,4120,11,292,54,140,12,19,1782,152,8685,689,9,4480,42,4207,265,662,80,504,8610,"209",7350,15962,242,38
3032,1471,51,34,8,1558,0,0,10,0,12,0,23,15,25,18,81,9,46,37,16204,1050,40,0,43,0,76,32,0,7335,808,4338,8874,556,8455,15,4112,1363,20,7,31,78,98,6,56,331,186,1567,1804,4415,0,4976,3054,1485,6,4341,59,14794,28,15756,30552,25,4348,1773,5,0,5,2570,70,4,9310,145,216,2610,7,"Melbourne - North West",1894,841,1726,3,1056,2786,1783,19,6488,4,90,3103,7,3383,784,997,37,944,4,851,9,16100,3170,31191,3,1064,8102,1053,8102,15090,33,594,5,60,1033,12,109,9,102,43,3,430,1375,3448,109,6616,1017,1826,23810,32,811,79,15,46,3,9,6,970,11,11841,31,1417,65,11973,5,59,445,28,32,3,1914,29,40,1707,12058,20,16388,0,9,7409,20,5,8975,42,3,24,17,35,447,2746,12202,24257,601,1045,825,3035,5789,32,14,0,18,2754,5,235,20,125,10,8,1385,109,5903,562,16,3096,32,2807,158,438,49,313,5031,"210",4378,9409,148,20
3212,1334,55,12,3,1875,4,0,3,3,0,0,5,5,15,8,85,8,73,29,21085,1510,37,0,53,0,64,29,0,9112,785,3913,11973,526,7176,16,3264,1312,23,10,36,106,125,10,53,295,157,1890,1563,4363,6,6298,3243,1346,3,5529,38,19515,29,20831,40350,14,4319,1554,3,0,0,2765,68,3,11823,136,363,2796,0,"Melbourne - Outer East",3088,1355,2936,0,1587,4523,1998,13,9082,13,84,4298,4,4781,1023,973,26,1889,3,1360,3,21205,4353,41071,0,1754,8285,1741,8646,19871,49,846,7,64,1494,14,157,11,104,41,10,726,2614,4834,207,9186,994,2041,33595,31,1049,75,16,42,6,7,3,1908,19,16543,28,2644,52,17060,0,79,732,33,25,4,3113,32,39,2898,16882,22,21296,7,14,9190,15,8,12107,71,4,23,5,30,653,4477,17367,34246,853,1572,785,4461,8575,59,21,4,20,4117,10,287,42,151,9,19,1319,133,8709,532,15,4519,27,4187,216,649,50,428,6366,"211",5573,11937,216,19
8382,4089,100,66,24,4295,3,0,16,0,10,0,26,37,35,19,184,10,70,88,44657,2292,44,0,96,0,92,46,0,21118,1914,7385,23537,1380,14429,18,7045,3296,27,13,42,112,155,11,72,453,224,4321,3597,9101,3,14609,8434,4111,13,13813,88,30656,44,32339,62998,42,8998,3551,4,3,8,5447,130,11,28418,230,368,5502,0,"Melbourne - South East",4713,1978,3303,16,2151,5457,4633,29,15717,14,191,7870,15,7846,2193,2441,89,1962,3,1996,3,32797,7955,63970,0,2756,15538,2727,15134,31176,51,1273,23,97,2270,43,187,10,195,102,20,976,2938,7940,174,15889,2469,4684,50032,52,2215,139,13,82,5,14,3,2004,12,24536,58,2997,117,25495,5,110,990,58,62,6,4754,52,80,3269,24879,17,44971,0,14,21260,19,14,23708,78,6,19,15,38,1008,5399,25888,50772,1280,2135,1932,6327,12106,59,23,10,24,5779,9,377,34,203,14,28,3323,170,12294,1388,14,6416,35,5874,229,996,77,515,14710,"212",13887,28595,284,40
7714,3649,109,81,14,4065,6,3,14,3,11,0,35,43,28,20,175,5,130,78,35789,2081,47,0,102,4,99,52,3,16640,1789,8170,19149,1163,17282,31,9112,2948,45,15,68,192,439,9,287,661,357,4115,3903,10211,20,10023,7792,3684,32,9489,90,30623,54,31906,62527,41,10056,3843,10,3,6,6215,128,14,19510,302,471,6304,3,"Melbourne - West",3935,1687,3852,7,2549,6400,3273,25,12566,11,190,6369,9,6201,1528,1745,79,1542,0,1708,3,32649,6454,63916,0,2270,16863,2246,16674,31271,67,1156,14,93,2056,29,231,38,179,87,17,746,2289,6304,240,12759,1766,3321,44353,59,1550,131,51,68,14,11,3,1575,13,22190,54,2338,113,22166,3,129,764,63,56,10,3977,60,64,3806,22660,43,36167,8,7,16791,18,15,19374,146,3,26,25,68,907,6339,22600,45256,1169,2529,1808,6398,12436,78,20,8,25,6036,12,433,50,209,16,30,3000,226,12670,1185,11,6518,54,6150,382,900,109,727,10130,"213",9575,19702,345,50
1153,367,25,17,8,782,3,0,9,0,4,0,10,7,15,7,37,5,45,13,7780,523,39,0,20,0,64,19,0,2850,449,2980,4933,247,5508,12,2523,696,23,5,24,68,109,3,63,239,123,802,798,2181,0,2307,1174,374,3,1606,37,11183,21,11611,22793,14,2125,778,0,0,3,1352,53,3,3922,116,282,1385,0,"Mornington Peninsula",1825,719,1512,4,668,2183,1010,11,5069,7,38,2611,7,2460,554,453,13,1009,3,729,3,11932,2667,23416,0,1123,6844,1107,7191,11483,34,323,3,25,520,7,159,10,44,19,3,472,1485,2507,123,5171,461,1037,17018,25,573,53,12,28,6,5,0,1037,13,8408,14,1516,30,8605,0,77,485,43,17,3,1849,25,22,1493,8635,20,7893,0,13,2889,12,0,4999,47,0,16,9,34,199,2147,8860,17491,322,655,463,2476,4692,24,11,5,18,2217,8,202,14,95,9,7,714,103,4817,251,7,2537,18,2276,195,199,47,382,2339,"214",1633,3971,187,26
368,100,12,10,6,266,0,0,11,0,10,0,9,4,25,11,13,7,37,3,2180,224,49,0,10,0,86,31,0,627,135,2059,1551,84,4628,9,2573,220,14,0,13,47,311,10,163,204,104,282,294,829,0,536,387,108,0,234,17,5199,10,5548,10748,4,774,268,4,0,3,504,27,0,773,102,425,532,4,"North West",784,321,609,3,220,828,331,4,1939,3,18,1010,0,931,166,162,3,339,0,331,0,5983,1065,11577,0,483,4973,467,4805,5592,55,150,0,6,219,3,215,12,13,4,0,233,576,971,214,2041,178,356,8879,9,183,25,17,14,3,3,0,358,14,4435,3,600,5,4448,4,139,248,82,0,3,818,10,14,595,4728,23,2246,0,3,644,8,0,1600,148,0,21,20,42,68,811,4736,9456,154,218,146,1070,2061,11,3,3,30,989,5,155,8,72,17,3,236,77,2244,86,0,1185,23,1058,336,68,36,631,544,"215",245,789,288,16
313,87,11,3,5,231,0,0,17,3,16,0,3,3,15,6,11,5,45,3,1935,187,46,0,11,0,79,29,0,587,212,1827,1350,98,3768,14,1943,309,13,0,9,54,231,11,133,160,75,239,317,856,0,491,330,90,0,273,20,4771,4,5152,9922,12,801,290,0,0,3,513,20,0,766,84,351,540,0,"Shepparton",790,256,500,8,182,680,356,5,2133,0,11,1225,3,913,222,134,3,410,0,264,3,5514,1284,10640,0,554,4085,529,4147,5126,56,135,0,11,176,0,168,8,18,3,0,244,662,944,180,2229,149,376,8100,18,231,24,18,9,3,3,0,424,12,3925,3,679,8,4173,0,117,251,58,3,8,819,15,10,485,4156,23,2005,0,3,602,4,0,1403,101,0,17,19,49,44,663,4373,8535,138,182,230,924,1757,16,0,0,26,832,5,84,13,33,20,4,324,49,1894,96,0,990,9,900,293,41,25,564,506,"216",280,791,272,15
340,110,4,13,3,230,0,0,13,0,10,0,12,5,18,14,9,8,18,4,2022,153,30,0,4,0,53,23,0,646,127,1641,1375,30,3159,7,1517,162,8,5,12,32,108,5,57,158,78,233,238,677,0,520,355,119,4,263,17,4503,9,4913,9413,8,640,220,0,0,3,423,27,3,789,77,214,436,0,"Warrnambool and South West",771,248,523,3,220,749,333,3,1843,3,9,1068,0,778,196,139,4,337,0,259,0,5145,1105,9865,0,533,3602,519,3558,4722,32,103,0,12,148,3,101,4,13,3,3,207,551,807,110,1908,149,349,7570,17,200,27,8,13,4,3,0,357,3,3773,4,568,10,3804,0,63,218,33,7,3,785,17,13,519,3945,12,2066,0,3,664,3,0,1404,47,0,5,13,16,46,738,3974,7918,105,222,141,896,1695,6,3,0,13,799,6,127,4,75,10,5,176,59,1784,35,0,946,12,839,160,46,26,296,537,"217",272,808,141,14
