m85ovr_c_own_chld_childr, f55_64_ca_ow_ch_ch_oth_ch_ch, f55_64_c_own_chld_childr, f15_19_u_ch_care_ns, p45_54_u_ch_care_ns, p20_24_ca_ow_ch_ch_oth_ch_ch, f55_64_c_oth_ch_chiln, f35_44_yr_t, mt_u_ch_care_ns, p20_24_d_not_prov_ch_care, mt_c_oth_ch_chiln, p45_54_yr_t, f15_19_os_v, p15_19_yr_t, f75_84_os_v, m15_19_yr_c_for_t, ft_os_v, f20_24_ca_ow_ch_ch_oth_ch_ch, m85ovr_t, f20_24_d_not_prov_ch_care, m25_34_os_v, m45_54_c_own_chld_childr, f65_74_c_own_chld_childr, f15_19_d_not_prov_ch_care, p15_19_u_ch_care_ns, f55_64_os_v, f45_54_os_v, p25_34_ca_ow_ch_ch_oth_ch_ch, f75_84_d_not_prov_ch_care, m85ovr_u_ch_care_ns, m55_64_d_not_prov_ch_care, m35_44_yr_c_for_t, m45_54_yr_c_for_t, f20_24_yr_t, p35_44_c_own_chld_childr, m55_64_c_own_chld_childr, p15_19_yr_c_for_t, p20_24_u_ch_care_ns, m85ovr_d_not_prov_ch_care, f15_19_yr_c_for_t, f45_54_c_oth_ch_chiln, m25_34_c_own_chld_childr, f55_64_yr_c_for_t, f65_74_d_not_prov_ch_care, m20_24_u_ch_care_ns, m35_44_c_own_chld_childr, m55_64_c_oth_ch_chiln, f45_54_u_ch_care_ns, f20_24_yr_c_for_t, p15_19_d_not_prov_ch_care, m25_34_yr_c_for_t, m15_19_c_oth_ch_chiln, m45_54_yr_t, m45_54_u_ch_care_ns, p35_44_yr_t, m85ovr_c_for_t, mt_os_v, m35_44_ca_ow_ch_ch_oth_ch_ch, mt_c_for_t, p35_44_yr_c_for_t, m75_84_c_own_chld_childr, f55_64_u_ch_care_ns, m45_54_d_not_prov_ch_care, m15_19_c_own_chld_childr, f15_19_yr_t, m25_34_u_ch_care_ns, p20_24_yr_t, f75_84_yr_t, f55_64_yr_t, m75_84_yr_c_for_t, p20_24_c_oth_ch_chiln, mt_ca_ow_ch_ch_oth_ch_ch, p35_44_c_oth_ch_chiln, m45_54_c_oth_ch_chiln, p25_34_os_v, sa4_name16, m55_64_yr_t, ft_u_ch_care_ns, f25_34_yr_c_for_t, p20_24_os_v, f75_84_c_own_chld_childr, m65_74_yr_t, m65_74_os_v, p15_19_os_v, p25_34_c_oth_ch_chiln, m25_34_d_not_prov_ch_care, f20_24_u_ch_care_ns, m85ovr_os_v, m20_24_d_not_prov_ch_care, ft_c_own_chld_childrn, ft_ca_ow_ch_ch_oth_ch_ch, mt_t, p20_24_yr_c_for_t, m75_84_os_v, f75_84_ca_ow_ch_ch_oth_ch_ch, f25_34_ca_ow_ch_ch_oth_ch_ch, p45_54_ca_ow_ch_ch_oth_ch_ch, m55_64_ca_ow_ch_ch_oth_ch_ch, m15_19_u_ch_care_ns, f35_44_c_oth_ch_chiln, f55_64_d_not_prov_ch_care, p35_44_u_ch_care_ns, p45_54_c_own_chld_childr, f15_19_c_oth_ch_chiln, m75_84_ca_ow_ch_ch_oth_ch_ch, f45_54_d_not_prov_ch_care, ft_c_oth_ch_chiln, f75_84_c_oth_ch_chiln, p25_34_yr_t, m35_44_c_oth_ch_chiln, m15_19_ca_ow_ch_ch_oth_ch_ch, m35_44_yr_t, m35_44_u_ch_care_ns, m65_74_c_own_chld_childr, f45_54_ca_ow_ch_ch_oth_ch_ch, p45_54_os_v, f20_24_c_oth_ch_chiln, p45_54_yr_c_for_t, f85ov_ca_ow_ch_ch_oth_ch_ch, f75_84_yr_c_for_t, p20_24_c_own_chld_childr, f35_44_u_ch_care_ns, f25_34_c_oth_ch_chiln, f65_74_u_ch_care_ns, p35_44_os_v, f15_19_c_own_chld_childr, m65_74_yr_c_for_t, f45_54_c_own_chld_childr, m85ov_ca_ow_ch_ch_oth_ch_ch, p35_44_d_not_prov_ch_care, f20_24_c_own_chld_childr, f25_34_yr_t, m15_19_d_not_prov_ch_care, ft_c_for_t, m85ovr_c_oth_ch_chiln, mt_c_own_chld_childrn, p25_34_d_not_prov_ch_care, m45_54_os_v, m65_74_ca_ow_ch_ch_oth_ch_ch, f65_74_os_v, f15_19_ca_ow_ch_ch_oth_ch_ch, m55_64_os_v, f25_34_c_own_chld_childr, m75_84_d_not_prov_ch_care, f35_44_yr_c_for_t, m55_64_u_ch_care_ns, m65_74_d_not_prov_ch_care, f65_74_c_oth_ch_chiln, f85ovr_t, f85ovr_c_for_t, f35_44_ca_ow_ch_ch_oth_ch_ch, p35_44_ca_ow_ch_ch_oth_ch_ch, m35_44_d_not_prov_ch_care, m25_34_c_oth_ch_chiln, ft_t, m20_24_c_oth_ch_chiln, p25_34_u_ch_care_ns, p45_54_c_oth_ch_chiln, m45_54_ca_ow_ch_ch_oth_ch_ch, f45_54_yr_t, f85ovr_u_ch_care_ns, p15_19_c_oth_ch_chiln, m15_19_yr_t, f85ovr_os_v, f35_44_c_own_chld_childr, m20_24_yr_t, m75_84_u_ch_care_ns, f20_24_os_v, m20_24_os_v, ft_d_not_prov_ch_care, m75_84_yr_t, mt_d_not_prov_ch_care, m20_24_c_own_chld_childr, f25_34_os_v, m75_84_c_oth_ch_chiln, f65_74_ca_ow_ch_ch_oth_ch_ch, f25_34_u_ch_care_ns, f35_44_os_v, f25_34_d_not_prov_ch_care, m25_34_ca_ow_ch_ch_oth_ch_ch, p25_34_c_own_chld_childr, p15_19_c_own_chld_childr, f75_84_u_ch_care_ns, f35_44_d_not_prov_ch_care, f85ovr_c_oth_ch_chiln, m20_24_ca_ow_ch_ch_oth_ch_ch, m55_64_yr_c_for_t, f65_74_yr_c_for_t, m65_74_c_oth_ch_chiln, f85ovr_c_own_chld_childr, m65_74_u_ch_care_ns, p15_19_ca_ow_ch_ch_oth_ch_ch, p25_34_yr_c_for_t, m20_24_yr_c_for_t, f45_54_yr_c_for_t, m25_34_yr_t, p45_54_d_not_prov_ch_care, f65_74_yr_t, m35_44_os_v, m15_19_os_v, sa4_code16, f85ovr_d_not_prov_ch_care
6,11,90,413,4332,61,725,7607,15073,4303,2437,21483,55,4572,17,202,1012,42,120,1790,452,2404,17,1307,904,124,117,348,575,16,7048,6017,2926,3255,8770,335,569,1339,93,373,628,3520,831,2708,832,5461,507,1177,792,2997,4126,168,14425,3157,23895,5,1381,197,14934,9960,8,920,8100,37,2149,3982,7220,812,6325,59,419,423,757,436,811,"Western Australia - Outback (North)",10095,6494,3932,315,7,4806,92,104,1041,9260,506,0,2521,8069,628,71011,1258,21,5,243,151,8,486,393,4445,4723,3333,284,0,4147,3216,63,28336,362,3,16291,3659,34,62,354,261,4550,0,72,773,1059,537,577,273,68,277,931,0,8943,488,10509,1690,11921,4,12074,13820,242,3,82,15,190,3149,806,3948,2010,3693,323,148,5,240,437,6427,499,41572,164,5642,1066,86,7057,31,447,2423,3,3310,3961,179,174,145,22149,1062,39626,287,359,56,3,1657,82,4554,105,6671,102,148,2515,3,19,849,345,248,3,741,17,8055,465,1619,17827,12246,3708,189,44,"510",110
11,25,130,503,2658,59,1326,8110,9633,4920,2422,19529,71,7187,12,261,798,48,677,2040,196,2203,34,2508,1080,114,121,372,1987,146,7215,4420,2665,3434,8218,367,695,980,513,432,840,2769,1481,4607,579,4046,596,942,871,5314,3162,222,10809,1711,17917,15,644,144,12491,9240,7,1025,6326,33,3510,1953,7409,2600,8484,81,447,331,590,399,402,"Western Australia - Outback (South)",9740,6376,4253,191,7,7333,48,101,727,5527,405,0,2883,10071,733,59639,1307,18,0,279,148,12,574,358,5867,2488,3780,372,0,5157,4333,112,19751,237,5,9811,1639,48,84,230,278,5166,0,118,798,858,434,885,179,60,478,1572,0,6011,544,8920,2810,15133,7,9737,8867,112,5,60,4,89,3541,2180,4817,1464,5756,617,843,3,282,428,3671,295,50836,177,3068,1238,59,8719,169,597,3678,0,4179,3977,510,119,75,28524,2785,36874,254,211,67,3,1111,97,3342,96,6315,88,483,2335,3,7,974,650,422,0,1050,7,7415,435,2501,10835,11481,6210,83,35,"511",669
6,28,312,503,1779,55,3224,14528,6501,11312,4863,29680,133,13743,17,348,856,39,1878,5271,133,4029,77,5476,994,127,122,477,5128,253,10642,7207,4647,7057,14869,788,1007,923,1595,655,1267,3760,3562,7694,506,6681,1279,822,1223,11518,4312,314,14297,962,27774,28,641,216,21114,16566,17,877,8632,38,6767,1074,14272,6459,15008,339,709,511,916,489,294,"Hobart",13775,6413,6657,253,31,10074,56,227,1180,8606,420,3,6041,18759,1223,86713,1784,9,0,360,329,35,494,592,10437,1649,7812,565,0,9189,9686,424,28879,320,0,13244,883,118,198,179,464,9901,0,455,1024,766,748,874,188,89,1570,3783,0,9379,713,14759,6041,29663,19,15737,15735,64,3,50,3,92,5549,4198,9354,943,7633,2372,3340,37,571,782,5071,431,94366,237,1881,1760,132,15381,486,872,6978,9,8187,7215,580,139,115,57438,5129,58462,308,162,324,12,812,100,7128,120,9311,127,857,4302,25,12,2102,2461,1450,11,816,7,10965,555,5252,14124,17816,11080,83,94,"601",2802
9,16,171,432,1314,34,1841,8337,4770,6708,2681,19181,31,8878,5,209,315,26,1210,2958,82,2349,62,3416,874,47,34,286,3455,207,7559,4107,2735,4200,8555,424,600,651,993,386,827,2296,2033,5904,356,3819,784,641,887,7343,2620,174,9265,675,15796,11,301,112,12219,9414,14,680,5831,29,4275,554,8776,4308,9969,162,482,270,508,330,158,"Launceston and North East",9538,4860,4121,107,16,7586,32,63,683,4111,297,0,3754,11196,584,55281,1303,9,3,203,135,13,442,326,7209,1022,4469,322,0,6206,5332,186,15178,174,3,7455,526,75,85,67,326,5763,0,199,788,498,436,801,84,58,737,2117,0,5281,535,7810,3929,17108,4,9263,7201,29,0,28,9,26,3483,2996,5307,731,6050,1053,2119,21,239,348,2788,244,58774,153,1075,1155,53,9917,343,501,4605,4,4739,4577,523,51,60,36494,3683,37999,255,78,149,3,528,42,3091,77,5775,86,644,2495,8,9,1219,1114,662,8,770,10,6739,416,3029,7369,12033,7853,38,35,"602",1751
3,0,59,113,400,11,494,2103,1465,1027,692,5472,3,1887,0,36,115,7,271,440,45,658,12,670,261,12,19,67,779,58,2641,1058,764,699,2146,146,134,112,199,96,266,539,557,1855,51,991,236,196,169,1485,618,27,2696,202,4102,11,107,26,3202,2350,0,221,1708,11,882,143,1442,987,3105,25,74,75,125,83,77,"South East",3289,1343,927,41,3,2705,5,6,149,835,62,0,586,2733,135,15445,260,0,0,55,47,7,155,84,2309,325,1230,75,0,1711,1362,38,3308,47,0,1999,159,29,20,37,43,1620,0,37,177,160,80,257,28,18,209,568,0,1402,114,1668,813,4226,8,2439,1432,17,5,3,0,6,789,904,1286,249,2218,276,322,5,51,74,762,68,14946,29,255,348,20,2778,60,103,1004,0,1159,744,169,26,21,9260,1097,10671,60,35,24,0,111,12,596,17,1328,31,167,637,3,3,384,289,169,3,285,3,1546,90,856,1636,3412,2408,9,3,"603",262
10,11,95,301,965,28,1469,6276,3507,4116,2139,15297,20,6691,9,184,199,25,924,1836,75,1677,27,2575,639,16,23,265,2871,171,6045,3219,2063,2794,6544,298,536,341,737,351,863,1982,1580,4825,189,2962,628,446,780,5471,2240,158,7361,516,12081,16,212,91,9635,7275,9,513,4767,22,3244,361,5687,3596,7773,93,360,219,437,339,145,"West and North West",7560,3605,3410,56,14,5916,8,39,506,2811,155,3,2281,8700,508,42477,1175,8,0,199,111,8,337,268,5669,712,3161,294,0,5044,4283,106,11323,168,0,5803,379,51,66,39,235,4480,0,122,781,333,309,650,45,53,493,1487,0,4052,519,5837,2902,13483,10,7277,4828,13,3,12,3,28,2902,2575,4058,553,4832,715,1569,19,200,290,2176,188,45256,122,710,1206,49,7936,271,453,3449,3,3585,2891,417,31,27,27973,3092,29128,267,65,85,0,341,18,2015,65,4889,77,594,1873,16,4,940,746,437,12,582,6,5648,396,2421,5485,9811,6229,28,24,"604",1274
3,10,208,479,2946,21,1294,10823,10506,6974,2395,21162,97,7769,39,230,1691,14,341,3041,816,2421,36,2698,1075,266,206,241,1224,59,6334,4996,2805,4714,9965,503,604,1466,269,376,693,2820,1509,3103,861,4675,548,1113,779,5847,3211,202,11576,1830,23637,13,2974,100,13400,10882,16,1031,6719,17,3647,2624,10976,1666,7996,109,441,258,569,308,1280,"Darwin",8982,7083,4917,1389,15,5449,148,237,842,9034,608,0,3933,12249,582,66927,1145,37,7,190,178,20,593,354,5181,3215,4347,321,0,5547,4295,112,29358,212,3,12815,2056,90,110,428,263,5531,0,133,687,1163,501,656,443,51,603,1923,0,9096,497,13675,3152,17128,8,10751,15631,222,4,168,3,215,4225,1270,5886,1357,3861,744,439,9,240,344,5482,344,57260,174,4319,1006,69,9588,68,529,4118,7,5291,6262,290,294,1099,31357,1700,40053,195,464,87,4,1700,158,6600,50,7045,71,274,3616,12,3,1076,787,509,0,844,9,8124,371,2732,15680,12264,4708,291,143,"701",354
3,67,136,599,2317,324,991,6833,7875,3568,3444,14260,151,6805,17,670,1934,207,143,1524,522,1156,35,1538,1360,251,354,781,619,28,4209,2961,1907,3864,4720,252,1566,1398,106,895,1010,2057,1188,2335,806,2245,523,1025,1450,3584,2969,525,7201,1293,13977,6,1835,265,10667,6533,14,1043,3690,102,3182,1651,7957,940,6465,61,887,939,1126,589,1104,"Northern Territory - Outback",6369,6406,4044,605,14,4133,104,297,1348,3910,596,4,2049,7426,1474,42794,2378,33,5,482,348,35,765,675,3986,2174,2147,632,3,3494,5037,90,18171,456,51,7147,1242,54,192,668,479,4097,0,107,1174,933,733,628,386,189,358,991,0,4886,768,9123,2047,13944,0,6285,7071,317,10,105,74,206,2825,722,3568,1150,2934,424,221,18,419,685,2741,609,41233,407,2990,1602,159,7058,55,1152,3625,3,2475,4093,213,291,310,18949,1033,22413,407,579,44,24,1339,181,3159,302,4878,293,192,2143,9,116,803,475,290,0,739,125,7012,930,2193,9049,7177,3541,205,141,"702",156
8,58,588,701,3161,54,4465,29663,11400,26978,8113,51874,301,25223,41,635,2599,39,2295,12951,333,8130,141,10462,1481,519,318,665,6045,396,15238,15351,9012,16068,31219,1401,1703,2030,1855,1068,1561,6702,5108,9706,1066,14441,1924,1369,1620,21516,7653,605,25637,1792,58979,40,1943,392,40226,33903,41,1260,14614,27,12531,2447,32286,7762,21813,631,1258,859,1429,659,720,"Australian Capital Territory",20172,10676,12335,928,44,13688,253,525,2186,22285,967,7,14026,36080,1836,159000,2350,33,0,509,560,42,777,910,14920,3514,15393,989,3,15387,15032,719,66664,514,3,29318,1987,217,333,537,839,18170,0,769,1037,1527,1391,982,439,72,2805,7262,0,21126,748,33944,11055,52948,36,31259,41407,214,15,246,4,270,10437,4901,18555,1295,9676,4090,3831,71,857,1255,11776,795,167031,421,4550,2224,220,26229,872,1589,12693,16,16778,16215,681,526,398,100812,6250,105424,286,383,591,29,2097,232,19126,159,17140,105,903,9352,62,17,3368,4261,2571,13,956,12,19989,728,9154,32726,29999,15191,207,228,"801",2875
0,0,10,21,156,0,55,318,595,142,86,819,0,212,8,4,51,0,30,52,4,81,3,62,45,8,11,5,77,3,303,156,94,85,284,15,17,75,20,19,29,62,63,204,62,145,20,61,16,143,70,4,430,95,720,0,58,3,403,315,0,69,228,0,101,170,247,115,408,5,10,9,21,13,5,"Other Territories",430,315,117,6,3,325,13,4,17,196,10,0,91,333,17,2437,21,8,0,4,5,0,24,16,273,138,146,13,0,217,177,6,705,5,0,404,100,3,3,20,6,192,0,8,12,38,14,39,19,0,30,62,0,251,11,265,79,531,0,309,298,6,0,5,0,12,102,87,168,73,231,41,34,0,10,16,138,4,2022,3,209,41,0,390,9,17,108,3,140,161,18,3,3,1135,121,1380,3,3,7,0,45,9,105,3,162,0,17,108,0,0,37,45,28,0,52,0,188,3,96,432,452,295,9,4,"901",26
