two_methods_bus_other_f, two_methods_bus_other_m, two_methods_trn_car_as_drvr_m, two_methods_train_other_p, two_methods_trn_car_as_drvr_p, two_methods_train_other_m, two_methods_train_other_f, two_methods_trn_car_as_drvr_f, one_method_tot_one_method_f, one_method_car_as_passenger_p, one_method_tot_one_method_m, one_method_car_as_passenger_m, three_meth_othr_three_meth_f, one_method_tot_one_method_p, three_meth_othr_three_meth_p, one_method_car_as_passenger_f, three_meth_othr_three_meth_m, tot_f, one_method_ferry_f, one_met_tram_incl_lt_rail_p, three_meth_trn_two_othr_met_f, tot_m, tot_p, three_meth_trn_two_othr_met_m, one_method_walked_only_m, two_methods_train_bus_m, one_method_walked_only_p, two_methods_bus_car_as_drvr_m, three_meth_trn_two_othr_met_p, two_methods_train_bus_f, two_methods_bus_car_as_drvr_p, one_method_walked_only_f, two_methods_train_bus_p, two_methods_bus_car_as_drvr_f, two_mt_trn_trm_incl_lt_rl_m, two_mt_trn_trm_incl_lt_rl_p, two_methods_bus_other_p, two_mt_trn_trm_incl_lt_rl_f, one_method_ferry_p, one_met_tram_incl_lt_rail_f, one_met_tram_incl_lt_rail_m, one_method_ferry_m, worked_home_p, worked_home_m, worked_home_f, did_not_go_to_work_f, two_methods_bus_car_as_pass_f, one_method_truck_m, one_method_bicycle_p, one_method_truck_p, one_method_bicycle_m, one_method_truck_f, did_not_go_to_work_m, did_not_go_to_work_p, one_method_bicycle_f, method_travel_to_work_ns_f, two_methods_tot_two_methods_f, one_method_other_f, two_methods_tot_two_methods_m, two_methods_trn_car_as_pass_f, one_method_car_as_driver_m, two_methods_tot_two_methods_p, one_method_other_p, one_method_car_as_driver_p, one_method_other_m, one_method_car_as_driver_f, two_methods_trn_car_as_pass_p, sa2_main16, two_methods_trn_car_as_pass_m, two_methods_bus_ferry_f, two_methds_othr_two_methds_f, two_methds_othr_two_methds_m, two_methods_train_tot_p, one_method_train_p, two_methods_train_tot_m, two_methods_bus_ferry_p, two_methds_othr_two_methds_p, two_methods_bus_ferry_m, one_method_train_m, one_method_motorbike_scootr_m, sa2_name16, two_methods_train_tot_f, one_method_train_f, one_method_motorbike_scootr_p, one_method_motorbike_scootr_f, two_mth_bu_trm_inc_lt_rl_m, three_meth_tot_three_meth_f, two_methods_bus_tot_p, two_mth_bu_trm_inc_lt_rl_p, method_travel_to_work_ns_m, method_travel_to_work_ns_p, one_method_bus_f, two_methods_bus_tot_m, one_method_bus_p, three_met_bs_2_ot_met_ex_tr_p, two_methods_bus_car_as_pass_p, two_methods_train_ferry_p, one_method_bus_m, two_methods_train_ferry_m, one_method_taxi_f, three_met_bs_2_ot_met_ex_tr_m, two_methods_bus_car_as_pass_m, two_methods_bus_tot_f, one_method_taxi_p, one_method_taxi_m, three_met_bs_2_ot_met_ex_tr_f, two_methods_train_ferry_f, three_meth_tot_three_meth_m, two_mth_bu_trm_inc_lt_rl_f, three_meth_tot_three_meth_p
0,0,40,4,90,3,3,52,2095,246,2544,89,0,4638,3,160,0,2781,0,5,48,3109,5888,38,76,80,181,3,83,55,3,109,133,0,10,13,5,7,0,3,3,0,194,84,105,339,5,29,107,24,78,0,210,546,25,23,172,9,191,13,1908,365,26,3389,15,1483,27,"209011199",12,0,22,32,276,346,146,0,51,0,178,40,"Heidelberg West",128,170,42,7,10,47,42,21,39,62,127,19,245,0,4,0,119,0,4,0,0,22,23,20,0,0,37,18,86
0,0,37,12,60,12,3,24,2293,180,2443,63,0,4737,3,122,3,3009,0,11,21,2985,5994,31,86,33,215,0,49,23,3,129,52,3,34,68,3,38,0,7,0,0,316,134,175,376,3,9,136,10,111,0,198,571,24,14,126,12,145,14,1591,273,29,3066,19,1476,31,"209011200",9,0,16,22,226,933,123,0,38,0,480,29,"Ivanhoe",106,455,33,4,3,26,12,7,19,35,65,3,118,3,3,0,53,0,3,0,0,8,15,9,0,0,31,4,60
0,0,31,9,50,3,3,20,1407,152,1674,40,0,3081,0,105,0,1856,0,6,10,2040,3897,4,45,19,95,4,15,10,7,49,29,0,18,38,0,21,0,6,0,0,293,128,168,193,0,10,74,10,69,0,130,323,3,11,71,6,92,4,1196,161,16,2216,14,1018,11,"209011201",3,0,14,15,129,468,74,0,31,0,260,14,"Ivanhoe East - Eaglemont",57,203,16,0,0,14,6,0,12,19,12,4,30,0,0,0,18,0,0,0,0,0,3,3,0,0,9,0,18
0,0,75,22,131,15,7,55,3021,244,3443,98,0,6458,0,145,0,4016,0,4,21,4069,8078,29,45,19,100,3,57,21,0,53,41,0,11,25,0,17,0,4,0,0,417,177,241,566,5,35,47,35,45,0,223,787,8,39,128,12,155,11,2759,283,40,5204,29,2440,31,"209011202",14,0,12,11,250,652,138,0,28,0,363,25,"Montmorency - Briar Hill",113,291,24,7,0,23,12,0,39,76,57,3,91,4,3,0,37,0,8,0,0,3,17,4,3,0,35,0,56
0,0,103,11,202,13,3,98,3114,266,3849,105,0,6967,0,159,0,4150,0,3,52,4590,8747,49,212,70,271,3,104,35,3,60,112,0,31,56,0,31,3,3,0,0,311,116,192,544,9,33,74,32,68,0,274,822,10,24,218,18,269,27,2829,485,54,5228,36,2405,42,"209011203",15,0,11,29,420,917,231,0,47,0,505,30,"Viewbank - Yallambie",191,413,36,4,3,54,13,6,25,51,43,11,73,3,11,0,27,0,5,0,3,10,8,3,3,0,50,0,105
3,3,51,21,112,14,9,58,3522,329,4026,118,0,7547,10,211,5,4602,0,517,50,4891,9491,54,137,62,277,0,105,66,0,144,121,0,85,165,5,81,5,303,210,0,289,133,159,520,5,22,354,26,241,0,314,835,114,34,306,20,299,19,2596,613,40,4690,25,2091,29,"209021428",11,0,44,41,450,1026,227,0,88,0,520,58,"Preston - East",224,505,65,7,28,63,71,57,60,89,111,29,190,12,9,0,82,0,12,0,0,46,28,19,7,0,59,34,125
0,0,106,0,187,0,0,78,2807,266,3565,104,0,6377,3,170,3,3717,0,3,47,4168,7889,53,25,47,48,8,97,37,5,27,82,0,3,3,0,3,0,3,6,0,229,79,146,516,0,39,3,39,3,0,233,745,0,26,166,10,210,25,3161,377,32,5578,28,2423,38,"209041434",14,0,18,33,307,312,171,0,47,0,151,11,"Mernda",139,158,11,0,0,50,19,3,31,57,27,6,54,3,3,0,28,0,0,0,6,7,16,16,0,0,58,3,104
0,0,67,0,120,0,0,49,2232,235,2787,98,0,5022,0,140,0,2841,0,3,37,3205,6049,31,14,48,24,0,63,26,5,8,71,7,6,10,0,7,0,0,0,0,166,52,119,327,9,66,9,66,10,0,176,502,3,20,116,6,144,17,2359,255,28,4243,23,1883,22,"209041435",7,0,5,12,216,346,126,0,18,0,180,9,"South Morang (North)",98,171,9,0,0,37,13,0,24,43,25,4,41,0,7,0,16,0,0,0,4,9,13,13,0,0,32,0,67
0,0,78,6,122,3,0,43,2834,272,3339,130,0,6175,3,144,3,3642,0,3,9,3890,7534,16,39,11,88,0,28,3,4,43,12,3,11,16,0,4,5,0,0,5,305,114,194,497,5,51,20,51,20,0,258,749,0,33,79,7,142,7,2828,222,25,5261,20,2435,11,"209031215",5,0,13,27,178,408,111,0,41,0,224,18,"Wattle Glen - Diamond Creek",64,186,23,3,0,9,7,0,25,58,18,0,27,0,5,0,12,0,0,0,0,3,3,3,0,0,19,0,28
0,0,44,4,80,4,3,32,2054,252,2807,114,0,4855,0,137,0,2620,0,3,34,3224,5852,25,18,41,33,0,57,26,3,12,71,5,8,10,0,4,3,3,0,3,115,40,76,301,8,66,12,68,12,0,164,464,3,49,106,18,142,14,2363,245,32,4055,18,1695,23,"209041431",7,0,18,29,184,319,105,0,44,0,169,7,"Epping - East",80,147,7,0,0,37,15,0,52,101,31,4,58,3,7,0,24,0,0,0,4,12,11,9,0,0,28,0,62
0,0,47,0,81,0,0,34,1247,154,1479,68,0,2727,0,85,0,1636,0,77,20,1732,3369,11,14,3,37,0,31,13,0,20,15,0,12,17,0,3,0,40,31,0,104,36,68,218,3,21,8,21,8,0,106,328,0,10,71,0,87,6,1241,158,10,2248,14,1005,12,"209041216",3,0,6,12,122,149,66,0,19,0,69,7,"Bundoora - North",62,74,9,0,4,20,13,8,6,16,13,8,18,0,3,0,6,0,0,0,0,7,4,4,0,0,11,0,33
0,0,63,0,108,0,0,41,1741,208,2330,87,0,4067,0,126,0,2265,0,3,27,2702,4967,36,11,36,39,6,67,32,9,24,71,0,5,12,0,4,0,3,0,0,143,32,105,255,10,34,3,34,3,0,128,378,0,20,115,13,153,12,1963,267,24,3359,17,1404,21,"209041433",8,0,13,27,207,308,113,0,41,0,167,16,"Epping - West",94,139,17,0,0,30,18,0,25,41,34,10,43,0,10,0,14,0,4,0,0,6,26,23,0,0,38,0,67
0,0,65,8,124,6,3,52,3367,407,4110,173,0,7476,0,235,0,4180,0,19,32,4747,8925,33,34,51,70,4,59,38,5,38,87,4,12,21,0,9,0,9,16,0,219,90,132,450,3,64,17,61,17,0,296,750,3,46,144,9,177,21,3512,320,33,6311,24,2797,27,"209041220",6,0,16,29,255,459,138,0,42,0,217,17,"Mill Park - North",113,241,18,0,3,32,19,4,51,99,39,5,66,3,5,0,28,0,4,0,0,12,8,7,3,0,33,3,67
0,0,55,0,92,0,0,36,2105,247,2627,106,0,4739,6,139,6,2668,0,40,25,3001,5669,24,18,17,40,0,50,19,0,18,30,0,3,13,0,6,0,11,28,0,105,39,65,324,9,41,15,41,15,0,161,491,0,29,107,6,102,8,2233,214,22,3986,13,1747,17,"209041221",3,0,26,13,157,261,79,0,43,0,118,18,"Mill Park - South",75,138,15,0,4,31,18,7,36,69,35,8,58,0,8,0,24,0,7,0,0,12,7,3,0,0,24,4,59
0,0,33,7,75,6,4,37,2450,394,3665,164,0,6113,0,230,0,3120,0,13,46,4175,7299,23,30,44,75,3,69,62,9,45,111,6,16,34,0,22,0,11,3,0,145,57,87,326,0,72,29,72,22,0,202,527,6,57,160,6,145,10,2959,307,29,4747,26,1788,22,"209041223",9,0,13,25,256,614,117,0,45,0,301,22,"Thomastown",138,315,22,0,0,46,12,0,85,140,41,3,72,0,0,0,37,0,5,0,0,5,39,35,0,0,23,0,69
0,0,44,4,90,4,0,41,2671,308,3641,164,0,6314,0,145,0,3515,0,0,18,4198,7706,28,33,10,62,0,48,4,0,31,16,0,0,9,0,9,0,0,0,0,284,106,180,513,0,100,6,102,5,5,281,789,0,37,89,15,98,19,3174,188,27,5483,17,2309,22,"209041224",11,0,13,31,145,292,72,0,42,0,135,14,"Wallan",72,161,15,0,0,18,3,0,41,76,8,0,13,0,3,0,6,0,0,0,0,0,0,0,0,0,28,0,48
0,0,39,3,71,3,0,36,2191,245,2583,101,0,4775,3,144,3,2772,0,4,28,2991,5762,22,15,44,40,0,55,31,0,26,73,0,3,9,0,4,5,4,0,7,118,34,80,343,9,25,11,25,4,0,199,540,3,25,105,4,125,11,2212,228,17,4061,14,1846,20,"209041436",11,0,14,22,185,300,102,0,37,0,172,10,"South Morang (South)",84,129,9,3,0,32,11,0,22,45,27,5,50,0,13,0,19,0,0,0,0,11,13,7,0,0,24,0,56
0,0,32,3,53,0,0,22,1424,172,1833,78,0,3262,0,98,0,1832,0,3,9,2110,3942,9,16,15,33,3,23,7,8,12,25,3,0,0,0,0,0,3,0,0,114,42,77,243,5,22,10,22,14,0,132,378,0,21,53,3,72,3,1609,125,17,2860,8,1250,8,"210011228",4,0,4,12,96,109,56,0,13,0,58,17,"Keilor",38,46,17,0,0,11,17,0,20,39,15,7,24,0,3,0,7,0,0,0,0,9,3,3,0,0,11,0,24
0,0,40,10,67,4,3,33,1749,174,2128,72,0,3872,0,103,0,2281,0,34,6,2501,4784,10,33,18,67,3,17,10,5,32,34,3,8,18,0,11,0,27,6,0,198,78,122,301,0,15,57,11,51,0,174,474,4,22,83,13,101,7,1669,182,33,3029,21,1363,11,"210011231",4,0,20,16,137,430,73,0,37,0,228,19,"Strathmore",64,194,20,3,6,6,13,3,17,35,10,8,16,0,0,0,4,0,0,0,0,3,0,0,0,0,11,0,17
0,0,67,5,114,6,0,49,2181,245,2688,114,0,4867,0,126,0,2947,0,0,23,3242,6188,16,42,7,90,0,42,4,3,51,12,0,6,15,0,3,0,0,0,0,377,151,224,432,0,60,0,60,0,0,234,668,0,20,72,11,125,3,2301,200,27,4188,13,1885,11,"210021232",5,0,10,36,156,235,93,0,41,0,128,4,"Gisborne",62,103,6,0,0,23,3,0,23,36,0,0,9,0,0,0,8,0,3,0,0,0,8,3,0,0,17,0,40
0,0,19,4,29,4,0,7,499,52,659,25,0,1153,0,29,0,727,0,0,4,852,1583,5,23,0,36,0,9,0,0,19,0,0,6,11,0,4,0,0,0,0,141,59,82,112,0,6,7,6,7,0,84,189,0,15,25,3,40,3,550,62,8,948,8,401,3,"210021233",0,0,4,6,49,85,34,0,11,0,36,3,"Macedon",15,41,3,0,0,4,0,0,17,29,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,9
0,0,14,3,34,3,0,21,766,63,834,29,0,1603,0,34,0,1042,0,0,11,1050,2092,11,12,0,22,0,19,0,0,11,0,0,3,3,0,4,0,0,0,0,121,56,62,165,0,16,3,16,3,0,100,267,0,4,31,3,34,0,710,59,4,1370,0,659,6,"210021234",0,0,0,11,50,123,21,0,7,0,66,0,"Riddells Creek",30,63,0,0,0,11,0,0,11,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,22
0,0,43,0,76,0,0,31,1430,143,1932,71,0,3363,3,76,3,2038,0,4,16,2388,4427,15,48,3,86,0,26,3,0,42,6,0,0,0,0,0,0,0,0,0,339,138,195,324,0,59,3,60,3,0,197,520,0,27,56,16,71,7,1689,120,27,2940,13,1251,8,"210021235",0,0,9,20,90,63,46,0,27,0,34,5,"Romsey",44,32,5,0,0,17,3,0,29,59,9,0,11,0,0,0,5,0,0,0,0,3,4,4,0,0,18,0,28
0,0,23,9,31,10,0,12,1247,128,1568,46,0,2817,3,86,0,1654,0,131,15,1881,3537,14,37,16,59,0,32,15,0,31,27,0,27,62,0,31,0,70,59,0,133,63,70,215,0,23,129,23,86,0,101,318,41,19,86,7,110,6,1056,196,16,1856,4,795,8,"210031236",4,0,22,25,138,429,79,0,43,0,231,25,"Coburg North",63,205,27,3,11,15,15,15,22,42,9,12,13,0,0,0,7,0,0,0,0,4,3,3,0,0,19,4,35
0,0,35,12,56,10,3,19,1411,200,2505,85,0,3919,0,111,0,1886,0,26,20,2957,4842,33,36,24,83,3,50,26,3,48,50,0,16,43,0,19,0,17,3,0,153,47,104,232,3,31,36,31,33,0,172,410,3,30,90,15,124,5,1870,218,48,2852,26,983,14,"210031237",5,0,18,24,170,571,98,0,43,0,362,17,"Fawkner",68,201,21,0,0,21,11,3,70,102,21,3,36,3,3,0,18,0,4,3,0,4,27,18,0,0,34,3,49
0,0,20,0,34,0,0,17,563,62,641,26,0,1208,0,35,0,709,0,15,6,727,1433,6,3,0,3,0,9,0,0,0,0,0,3,3,0,0,0,6,6,0,50,15,32,68,0,9,3,9,5,0,33,101,0,6,25,3,24,3,560,54,3,1048,3,491,3,"210031439",0,0,9,3,42,49,23,0,9,0,26,9,"Gowanbrae",16,19,11,0,0,6,0,3,5,10,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
0,0,59,15,120,13,3,57,3107,371,4431,157,0,7542,4,221,3,4034,0,19,57,5194,9226,52,56,82,130,3,106,69,3,75,154,0,57,124,0,61,3,10,3,3,208,65,139,417,3,62,54,63,35,0,306,724,19,54,258,13,265,25,3247,523,46,5237,33,1995,38,"210031438",17,0,33,31,448,1461,230,0,58,0,754,24,"Glenroy",224,706,25,3,0,56,16,3,69,124,61,5,91,0,3,0,34,0,6,0,0,6,39,25,0,0,52,3,110
0,0,0,0,0,0,0,0,22,3,23,0,0,45,0,3,0,29,0,0,0,31,58,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,0,3,3,0,3,3,3,0,0,0,0,0,0,16,0,4,26,4,9,0,"210051248",0,0,0,0,0,0,0,0,0,0,0,0,"Melbourne Airport",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,3,51,0,91,0,0,46,1935,219,2317,81,0,4246,0,145,0,2432,0,0,11,2702,5136,9,51,14,82,0,27,7,0,35,20,0,3,6,3,0,0,0,0,0,197,95,104,307,3,28,21,35,17,0,172,477,8,9,65,10,94,6,1993,162,22,3650,18,1656,8,"212041313",4,0,5,20,127,141,69,0,26,0,82,20,"Dingley Village",61,56,20,0,0,11,5,0,21,32,33,5,54,3,3,0,22,0,0,3,0,3,3,3,0,0,16,0,29
0,0,84,16,162,12,4,80,4209,403,5188,162,0,9392,8,237,5,5467,0,88,62,6013,11483,41,64,64,150,0,107,73,10,83,137,11,60,141,0,75,0,61,23,0,330,129,201,633,0,49,119,48,103,3,312,939,18,29,338,15,287,23,3752,623,47,6614,37,2863,40,"210031239",12,0,42,44,494,1764,235,0,84,0,891,58,"Pascoe Vale",258,869,66,6,10,68,47,27,51,78,34,10,69,3,0,0,35,0,7,0,0,33,27,19,3,0,49,22,114
3,0,21,0,45,0,0,26,1101,135,1385,63,0,2487,0,80,0,1396,0,29,14,1579,2982,7,27,12,41,4,21,6,8,16,15,7,0,3,3,3,0,15,7,0,51,15,36,151,4,26,8,26,9,0,90,240,0,24,67,0,58,5,1193,125,11,2111,11,926,6,"210051250",3,0,9,21,76,61,31,0,32,0,21,14,"Tullamarine",42,42,14,0,0,21,19,5,22,42,18,8,38,3,3,0,19,0,3,0,0,14,9,0,0,0,10,3,24
0,3,26,3,41,0,0,17,1111,244,2076,120,0,3193,0,120,0,1463,0,3,13,2378,3838,18,25,28,60,0,25,29,3,32,50,0,3,15,3,8,0,3,0,0,82,23,65,173,3,21,10,21,8,0,138,310,0,33,74,5,78,0,1605,148,34,2369,26,764,7,"210051242",3,0,7,11,116,319,58,0,20,0,180,10,"Broadmeadows",56,133,11,0,0,13,11,0,50,79,45,5,99,0,3,0,57,0,9,0,0,6,23,17,0,0,15,0,33
0,0,21,3,41,3,0,21,1421,263,2277,124,0,3695,0,139,0,1759,0,3,4,2550,4308,12,16,8,29,3,20,18,3,13,23,3,6,12,0,4,0,0,0,0,91,24,67,165,6,47,3,50,3,0,113,275,0,32,76,7,71,7,1893,146,30,3047,21,1151,7,"210051247",4,0,18,29,89,192,38,0,41,0,110,6,"Meadow Heights",51,86,6,0,0,4,14,0,51,78,19,8,46,0,6,0,22,0,0,0,3,7,24,25,0,0,12,0,20
0,0,19,3,32,4,0,16,1234,239,2316,126,0,3546,0,114,0,1585,0,0,16,2632,4215,11,50,14,73,0,26,16,0,24,35,0,5,12,0,9,0,0,0,0,98,28,78,155,0,54,13,54,13,4,153,310,0,39,67,6,78,4,1885,142,42,2816,30,934,12,"210051243",5,0,14,23,100,232,52,0,34,0,116,13,"Campbellfield - Coolaroo",52,111,9,0,0,16,9,0,47,86,25,3,44,0,4,0,15,0,4,0,4,0,14,15,0,0,7,0,26
0,0,72,3,136,3,0,65,3089,376,3678,157,0,6763,0,213,0,3849,0,21,23,4220,8073,20,18,15,45,7,45,29,8,30,42,0,3,12,0,3,0,17,7,0,195,63,131,410,5,48,16,50,16,0,255,662,0,43,155,13,158,20,3191,309,47,5783,33,2595,27,"210051245",8,0,28,35,227,277,110,0,68,0,129,24,"Gladstone Park - Westmeadows",116,152,26,3,4,29,18,4,54,100,51,10,101,3,7,0,52,0,5,0,3,6,19,12,0,0,20,0,50
0,0,91,0,153,0,0,69,2942,375,3922,157,0,6865,0,223,0,3742,0,10,24,4491,8237,18,15,18,34,4,42,10,10,16,30,11,3,3,0,5,0,3,5,0,249,89,161,432,5,83,8,83,8,0,242,676,0,50,129,18,165,7,3458,292,47,5994,31,2534,17,"210051246",3,0,28,40,209,264,118,0,66,0,128,4,"Greenvale - Bulla",95,129,4,0,0,24,17,0,58,111,11,8,28,3,8,0,15,0,3,0,4,13,17,15,3,0,19,0,51
0,0,22,3,42,0,3,15,992,165,1654,95,0,2642,0,70,0,1298,0,0,29,1915,3219,21,15,32,33,0,50,33,3,18,67,3,19,39,0,18,0,0,0,0,51,18,35,146,0,18,18,18,17,0,102,245,3,11,82,0,99,5,1231,180,11,1874,6,645,10,"213011328",0,0,0,12,155,459,82,0,19,0,241,16,"Ardeer - Albion",78,223,16,0,0,29,7,0,33,43,21,3,38,0,3,0,13,0,3,0,0,4,9,6,0,0,21,0,50
0,0,32,4,50,4,0,27,864,68,1022,34,0,1879,0,33,0,1143,0,3,5,1181,2323,6,9,3,19,0,10,4,3,4,10,3,3,4,0,0,0,3,0,0,96,33,57,167,0,18,7,18,8,0,54,222,0,7,38,0,53,0,892,95,6,1643,7,751,8,"211031452",7,0,7,10,82,105,47,0,13,0,44,3,"Croydon South",32,59,3,0,0,7,3,0,8,15,4,0,6,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,18
0,0,16,6,40,8,0,21,1257,202,1791,113,0,3053,3,92,0,1561,0,0,10,2032,3596,9,17,32,41,0,21,29,0,25,61,0,8,13,0,3,0,0,0,0,67,23,47,170,0,44,10,43,4,3,111,282,3,20,59,6,79,0,1486,144,17,2468,10,984,7,"210051441",6,0,9,17,121,214,62,0,22,0,90,10,"Craigieburn - Central",57,125,10,0,0,14,0,0,20,37,15,0,28,0,0,0,16,0,0,0,0,0,5,5,0,0,14,0,29
0,0,60,3,86,3,0,29,1714,245,2470,111,0,4187,0,132,0,2211,0,0,22,2837,5051,28,12,55,32,6,51,38,9,20,95,4,3,5,0,5,0,0,0,0,118,36,82,279,0,42,8,42,8,0,132,412,3,19,97,7,153,11,2110,250,28,3505,17,1399,14,"210051442",5,0,10,21,207,278,123,0,34,0,137,10,"Craigieburn - North",77,135,11,3,0,22,8,0,23,41,14,3,29,0,3,0,13,0,4,0,0,5,15,14,0,0,28,0,53
0,0,47,3,103,3,0,50,2581,446,3717,180,3,6299,3,268,0,3178,0,0,31,4257,7428,26,20,35,32,6,58,26,8,14,60,3,7,10,0,3,3,0,0,3,185,61,119,284,4,64,5,64,6,0,232,515,0,36,125,12,131,15,3156,258,42,5162,29,2011,18,"210051249",9,0,20,27,197,453,99,0,42,0,210,6,"Roxburgh Park - Somerton",95,246,6,0,0,35,18,3,88,120,34,8,59,0,8,0,27,0,3,0,3,9,18,16,0,0,26,0,59
0,0,81,0,127,0,0,46,2127,268,2567,117,0,4699,0,148,0,2680,0,0,10,3002,5683,20,19,12,39,0,27,3,4,21,16,3,0,0,0,0,0,0,0,0,252,113,138,294,8,29,12,33,10,0,151,448,0,21,85,11,132,4,2297,217,32,4176,23,1880,8,"211011258",7,0,23,27,155,88,97,0,45,0,43,10,"Rowville - South",52,41,10,0,0,10,19,0,19,39,15,3,35,0,10,0,15,0,4,0,7,9,6,0,0,0,17,0,34
0,3,112,0,162,0,0,55,2514,265,2927,85,0,5445,3,176,0,3209,0,10,22,3495,6705,40,50,40,98,0,62,27,0,48,72,0,5,7,3,0,0,3,5,0,216,84,139,382,9,46,19,46,20,0,217,601,0,23,127,6,202,23,2503,329,23,4650,18,2146,31,"211011259",11,0,14,23,276,233,164,0,33,0,144,16,"Wantirna",104,89,21,0,5,28,20,5,24,44,43,9,75,3,16,0,38,0,7,0,6,12,8,3,3,0,39,0,67
0,0,134,0,200,0,0,62,3265,368,3654,132,3,6925,7,239,3,4170,0,0,30,4447,8617,49,47,66,93,0,81,38,8,44,109,9,3,3,0,0,0,0,0,0,401,181,212,476,7,41,24,41,19,0,271,747,7,26,155,16,260,24,3161,415,34,5953,26,2789,35,"211011260",13,0,12,31,350,261,221,0,45,0,152,17,"Wantirna South",132,113,17,0,3,30,24,4,23,48,61,10,130,0,7,0,66,0,0,0,0,13,6,6,0,0,50,0,87
0,0,70,0,102,0,0,33,1923,269,2871,108,0,4798,3,161,3,2573,0,0,66,3387,5961,49,17,100,37,0,113,71,3,25,173,4,10,18,0,8,0,3,0,0,145,41,105,299,3,46,4,49,3,0,172,467,4,24,164,9,211,22,2411,372,34,3887,28,1477,31,"210051444",10,0,22,23,319,405,184,0,44,0,187,9,"Craigieburn - West",139,210,11,0,0,66,8,0,29,50,37,0,60,0,4,0,26,0,3,0,0,5,43,40,0,0,51,0,117
0,0,18,0,33,0,0,15,642,67,793,23,0,1436,0,48,0,806,0,0,5,927,1730,8,5,0,14,0,10,6,0,6,6,0,0,0,0,0,0,0,0,0,60,29,34,84,0,28,0,28,0,0,49,135,0,8,33,3,40,4,696,69,11,1237,9,545,9,"210051445",9,0,3,7,55,70,30,0,14,0,29,3,"Mickleham - Yuroke",25,37,3,0,0,5,0,0,10,21,0,0,5,0,0,0,3,0,0,0,0,0,5,4,0,0,8,0,10
0,0,43,7,73,3,3,27,2166,219,2642,96,0,4804,0,124,0,2709,0,0,21,3054,5760,19,44,15,87,0,34,24,0,41,40,0,16,20,0,7,0,0,0,0,154,71,87,317,5,43,25,43,21,0,196,507,4,22,103,13,113,14,2166,207,29,3960,11,1794,20,"211011251",11,0,16,22,157,367,80,0,39,0,203,28,"Bayswater",75,156,29,0,0,16,13,0,22,39,31,6,55,0,7,0,20,0,3,0,3,9,9,4,0,0,21,0,40
0,0,123,3,165,3,0,47,2782,306,3311,124,0,6097,0,185,0,3467,0,3,28,3901,7366,40,37,35,61,3,64,12,5,26,49,6,3,6,0,0,0,0,0,0,255,110,140,379,4,29,16,34,18,0,216,590,4,17,113,14,194,19,2925,302,31,5332,22,2411,28,"211011254",5,0,18,16,250,188,160,0,36,0,108,12,"Knoxfield - Scoresby",87,79,12,6,0,34,23,3,34,49,57,7,101,7,12,0,47,0,3,0,4,12,3,0,3,0,39,0,72
3,0,135,5,215,5,0,77,3657,364,4176,182,0,7828,0,185,0,4784,0,0,30,5056,9840,54,43,43,75,7,86,27,9,34,70,4,4,8,3,3,3,0,0,3,435,172,257,647,7,63,18,69,19,0,366,1014,0,37,154,9,241,27,3561,398,32,6788,17,3226,36,"211031265",7,0,17,30,336,382,202,0,45,0,223,24,"Croydon Hills - Warranwood",132,161,23,0,0,33,17,0,45,78,31,8,62,0,8,0,23,0,0,0,0,12,7,5,3,0,55,0,90
0,0,74,14,116,14,3,42,2977,319,3596,139,0,6576,3,187,0,3865,0,3,47,4295,8159,35,84,69,171,0,83,78,3,86,148,4,27,37,0,8,0,3,0,0,310,131,181,466,0,37,25,39,20,0,270,737,10,15,178,7,225,29,2796,401,28,5116,20,2319,46,"211031266",17,0,7,28,359,733,197,0,36,0,416,29,"Ringwood",160,322,35,4,0,48,8,0,33,47,54,0,99,0,0,0,49,0,3,0,0,3,11,4,0,0,34,0,85
0,0,46,9,84,3,3,38,2472,377,3572,183,0,6048,0,195,0,3159,0,3,40,4084,7244,34,15,56,34,9,71,48,8,26,107,0,10,28,0,16,0,0,3,0,149,38,106,360,8,71,8,71,8,0,208,565,0,35,146,12,179,17,2963,320,33,4921,24,1955,26,"210051443",14,0,14,41,248,499,130,0,53,0,238,19,"Craigieburn - South",121,257,16,0,0,40,25,0,52,89,29,10,50,0,15,0,23,0,4,0,3,10,31,27,0,0,41,0,75
0,0,33,0,56,0,0,22,1364,148,1721,67,0,3085,0,79,0,1762,0,0,6,1946,3702,7,10,0,25,0,12,3,0,9,6,0,0,4,0,3,0,0,0,0,179,51,128,200,4,27,9,27,4,0,113,310,3,17,43,0,43,5,1544,90,7,2787,6,1245,6,"211011255",4,0,6,9,72,60,40,0,10,0,41,3,"Lysterfield",38,14,3,0,0,6,6,0,9,28,10,0,21,0,4,0,8,0,0,0,0,6,0,0,0,0,7,0,12
