hysc_y11_e_ind_p, apaei_5_14_no_in_f, apaei_25ov_no_ind_f, vfdif_sa2_ot_indig_m, hysc_y11_e_ind_f, hysc_y11_e_ind_m, vfdif_sa2_ot_indig_p, apaei_5_14_no_in_p, apaei_25ov_no_ind_p, apaei_5_14_no_in_m, vfdif_sa2_ot_indig_f, apaei_25ov_no_ind_m, vfdif_sa2_t_indst_nsp, apaei_15_19_ind_f, apaei_20_24_no_ind_f, vfdif_sa2_t_indst_nsm, apaei_15_19_ind_p, vfdif_sa2_ot_totf, apaei_15_19_ind_m, apaei_20_24_no_ind_p, vfdif_sa2_t_indst_nsf, saindl_se_vw_wel_in_p, apaei_20_24_no_ind_m, vis_tot_vis_nonind_f, saindl_se_vw_wel_in_m, saindl_se_vw_wel_in_f, vfdif_sa2_nt_totf, apaei_0_4_totp, apaei_0_4_in_st_nsf, apaei_0_4_totf, lsah_aus_ind_lang_ind_p, apaei_0_4_totm, vfdif_sa2_ot_totm, lsah_aus_ind_lang_ind_m, lsah_aus_ind_lang_ind_f, vfdif_sa2_ot_totp, vfdif_sa2_t_totp, vfdif_sa2_t_totm, vfdif_sa2_t_totf, apaei_0_4_in_st_nsm, apaei_0_4_in_st_nsp, vis_tot_vis_indigstat_nsp, vfdif_sa2_t_nonind_m, vfdif_sa2_t_nonind_p, saindl_se_vw_we_totf, vis_tot_vis_indigstat_nsm, auabrigtrrl_indig_f, auabrigtrrl_indig_m, apaei_25ov_totf, vfdif_sa2_t_indig_m, saindl_se_vw_we_totm, saindl_se_vw_we_totp, vis_tot_vis_indigstat_nsf, lsh_aus_ind_lan_indst_nsf, vfdif_sa2_t_indig_f, vfdif_sa2_t_indig_p, vfdif_sa2_t_nonind_f, hysc_y12_e_ind_f, saindl_se_nw_na_in_f, hysc_y10_e_ind_p, hysc_y10_e_ind_m, apaei_25ov_totp, apaei_25ov_totm, hysc_y12_e_ind_m, saindl_se_nw_na_in_m, hysc_y12_e_ind_p, hysc_y10_e_ind_f, hysc_y11_e_in_s_nsf, saindl_se_nw_na_in_p, vfdif_sa2_act_indig_m, hysc_y11_e_totp, apaei_15_19_totm, hysc_y11_e_totm, apaei_15_19_totp, sa4_name16, apaei_15_19_totf, apaei_20_24_in_st_nsf, vfdif_sa2_act_indig_p, hysc_y10_e_no_in_m, apaei_20_24_in_st_nsm, saindl_se_nw_na_in_st_nsp, saindl_se_nw_na_in_st_nsm, vfdif_sa2_act_indig_f, hysc_y11_e_totf, apaei_5_14_totm, lsah_eng_on_ind_sta_nsm, lsah_eng_on_ind_sta_nsp, apaei_5_14_totf, lsah_eng_on_ind_sta_nsf, apaei_20_24_in_st_nsp, vis_tot_visitors_totm, vis_tot_visitors_totp, vis_tot_visitors_totf, apaei_5_14_in_st_nsf, apaei_5_14_in_st_nsp, vfdif_sa2_act_nonind_f, apaei_5_14_in_st_nsm, saindl_se_nw_na_totf, vfdif_sa2_act_nonind_m, saindl_se_nw_na_totm, saindl_se_nw_na_totp, lsah_eng_onl_nonind_p, lsah_eng_onl_nonind_m, auabrigtrrl_indst_nsp, vfdif_sa2_act_nonind_p, lsah_eng_onl_nonind_f, hysc_y12_e_no_in_m, vfdif_sa2_act_totm, hysc_y12_e_no_in_p, apaei_5_14_totp, auabrigtrrl_indst_nsm, apaei_15_19_no_in_m, apaei_15_19_no_in_p, vfdif_sa2_act_totp, vfdif_sa2_act_totf, apaei_15_19_no_in_f, auabrigtrrl_indst_nsf, hysc_y12_e_no_in_f, saindl_se_nw_na_in_st_nsf, vfdif_sa2_nt_indst_nsp, vis_tot_vis_indig_p, lsah_aus_ind_lan_no_ind_f, vis_tot_vis_indig_m, lsh_austn_indig_lang_totm, lsh_austn_indig_lang_totf, vis_tot_vis_indig_f, lsh_aus_ind_lan_indst_nsm, hysc_y11_e_in_s_nsp, lsh_aus_ind_lan_indst_nsp, hysc_y11_e_in_s_nsm, auabrigtrrl_no_ind_f, saindl_se_vw_we_no_in_p, auabrigtrrl_no_ind_p, auabrigtrrl_indig_p, auabrigtrrl_no_ind_m, saindl_se_vw_we_no_in_m, lsh_austn_indig_lang_totp, saindl_se_vw_we_no_in_f, vfdif_sa2_act_indst_nsm, apaei_20_24_totf, vfdif_sa2_act_indst_nsp, apaei_20_24_totp, apaei_20_24_totm, apaei_15_19_i_st_nsf, vfdif_sa2_act_indst_nsf, lsah_eng_onl_indig_p, saindl_se_vw_we_i_st_nsf, lsah_eng_onl_indig_f, saindl_se_nw_na_no_in_p, saindl_se_nw_na_no_in_m, apaei_0_4_no_ind_f, saindl_se_vw_we_i_st_nsp, saindl_se_vw_we_i_st_nsm, hysc_y11_e_no_in_f, lsah_eng_onl_indig_m, hysc_y11_e_no_in_m, apaei_0_4_no_ind_p, lsah_aus_ind_lan_no_ind_p, hysc_y11_e_no_in_p, saindl_se_nw_na_no_in_f, apaei_0_4_no_ind_m, apaei_20_24_ind_p, vfdif_sa2_nt_totp, apaei_20_24_ind_m, vfdif_sa2_nt_totm, lsah_aus_ind_lan_no_ind_m, apaei_20_24_ind_f, lsah_eng_only_totm, hysc_y12_e_in_st_nsm, apaei_25ov_in_st_nsp, vfdif_sa2_ot_indst_nsf, hysc_y12_e_in_st_nsf, auabrigtrrl_totf, apaei_25ov_in_st_nsm, apaei_5_14_ind_f, hysc_y12_e_in_st_nsp, vfdif_sa2_ot_indst_nsm, lsah_eng_only_totp, apaei_25ov_in_st_nsf, vfdif_sa2_ot_indst_nsp, apaei_25ov_ind_m, lsah_eng_only_totf, apaei_25ov_ind_p, apaei_25ov_ind_f, vfdif_sa2_ot_nonind_p, hysc_y12_e_totp, hysc_y12_e_totm, vfdif_sa2_ot_nonind_m, apaei_5_14_ind_p, sa4_code16, apaei_5_14_ind_m, apaei_15_19_i_st_nsm, apaei_0_4_ind_p, apaei_0_4_ind_m, vis_tot_vis_nonind_p, vis_tot_vis_nonind_m, auabrigtrrl_totm, apaei_0_4_ind_f, apaei_15_19_i_st_nsp, hysc_y12_e_totf, auabrigtrrl_totp, vfdif_sa2_ot_nonind_f
2173,2430,930,0,1246,920,0,5035,1381,2599,0,448,2986,483,237,1843,904,0,418,362,1145,7977,116,5562,3870,4106,64,973,4,488,9367,490,0,4615,4752,0,17789,10408,7388,4,6,3004,7720,13208,4182,1854,216,203,1189,844,3943,8131,1154,8,753,1596,5495,2869,460,4586,2261,1739,549,2351,549,5219,2322,18,1015,3,5251,992,2571,2034,"Queensland - Outback",1038,3,3,6218,0,0,0,0,2681,5300,347,662,5094,314,4,10659,18298,7640,55,107,50,48,468,50,561,1033,42072,22221,0,103,19848,8140,70,17481,10393,0,562,1109,132,65,543,0,9340,0,21,1932,85,1009,4708,4848,924,15,43,17,19,21,141,38,416,24,67,9550,74,11,299,27,452,154,10,14,13519,3,6946,19,13,236,14,10,1416,6578,1628,466,168,3043,9,228,87,141,33,74,80,52,29138,78,12,0,100,230,3,2599,174,0,56253,4,0,100,27111,345,253,0,22882,10570,0,5249,"315",2644,13,503,253,13361,7801,224,249,23,12311,453,0
488,18842,7285,0,248,242,0,38844,10711,20000,0,3425,3682,227,2802,1816,444,0,220,4789,1870,41,1990,12464,20,18,51,3327,13,1613,39,1718,0,25,18,6,27932,13620,14314,16,26,3695,11590,23857,20,1819,10,14,7514,216,21,48,1875,0,176,390,12269,926,0,1246,651,11028,3513,806,0,1737,599,90,0,0,25361,6949,12481,14352,"Sunshine Coast",7403,17,0,33434,18,0,0,0,12881,20964,1125,2404,19775,1279,32,13813,28329,14520,175,367,181,193,0,158,0,0,300034,145168,0,338,154869,63663,189,136140,40733,0,6678,13798,410,220,7117,0,72472,0,13,407,8,222,26,20,180,0,173,0,84,0,7,7,26,3,0,47,8,30,2902,73,4948,2050,59,35,6284,0,3139,0,0,1552,0,0,12545,3149,12159,3185,7,24705,0,1638,126,101,41,52,0,83,149438,330,68,0,418,19,25,751,752,0,308716,50,0,70,159285,248,179,6,138622,64805,0,1521,"316",767,51,120,63,24228,11764,19,56,114,73818,32,0
411,8630,3418,0,226,181,0,17417,5557,8786,0,2139,785,213,1596,398,426,0,208,2826,386,66,1235,2825,16,42,13,1566,5,776,68,792,0,16,48,0,6627,3366,3264,12,19,793,2797,5517,45,403,14,13,3574,174,21,66,391,0,153,334,2722,705,0,973,503,5769,2197,596,0,1302,468,31,0,0,8534,3300,4166,6931,"Toowoomba",3634,6,0,14148,16,0,0,0,4374,9552,488,1027,9497,537,26,3454,6835,3382,100,171,16,76,0,14,0,0,121735,58604,0,26,63136,25040,16,53686,19051,0,3066,6460,34,18,3393,0,28650,0,0,344,0,183,21,49,163,0,52,0,25,0,3,0,28,0,0,65,0,0,1662,0,2944,1281,31,3,5586,0,2866,0,0,716,0,0,4117,2719,3960,1453,3,8073,0,738,86,45,32,36,0,57,61812,143,33,0,152,14,8,769,295,0,128349,24,0,48,66536,179,131,0,55284,25776,0,1464,"317",689,22,95,43,5692,2869,13,56,53,29506,28,0
1484,11753,4969,0,803,678,0,23877,7548,12130,0,2582,3390,547,2729,1819,1113,0,563,4541,1570,530,1815,6401,253,276,94,2390,9,1156,593,1233,0,290,302,4,17657,9236,8423,11,21,3407,6767,13059,284,1833,34,47,5311,651,264,546,1574,0,560,1206,6291,2145,12,3007,1433,8057,2740,1821,22,3966,1573,46,32,3,15640,5204,8300,10586,"Townsville",5380,9,4,20926,6,0,0,0,7338,14300,783,1545,13792,762,14,9427,18014,8593,152,291,84,138,12,81,22,35,178280,89081,0,162,89202,37952,101,80248,28090,0,4594,9388,209,112,4792,0,42295,0,16,1314,8,701,299,319,612,0,115,3,71,0,16,3,82,3,5,612,11,18,2876,45,4778,1900,42,24,15944,0,8152,0,0,1011,3,0,6483,7796,7552,2082,14,14038,0,1074,218,150,81,62,6,138,97660,231,44,0,222,39,16,1890,451,0,195766,23,0,140,98114,463,321,4,84660,40001,0,3923,"318",2036,52,282,144,13297,6889,53,131,91,44661,87,0
1065,14011,4624,0,592,474,0,28917,6409,14912,0,1793,3042,426,1111,1639,855,0,428,1822,1400,140,711,8777,75,67,27,2405,13,1132,151,1272,0,78,73,0,21673,11369,10302,15,29,3073,9317,17893,73,1658,51,59,4869,409,76,146,1416,0,338,749,8572,1256,0,2564,1205,6733,1863,1043,7,2297,1351,104,4,0,19461,5023,9554,10038,"Wide Bay",5016,15,5,34901,5,0,0,5,9908,16758,1415,2829,15712,1420,20,11610,22159,10547,211,442,88,235,0,68,7,4,240195,118325,0,160,121872,34561,92,75387,32473,0,4534,9075,217,123,4541,0,40829,0,0,788,3,430,80,70,353,0,188,0,90,0,4,0,109,0,0,150,3,23,1182,55,1932,757,51,28,12617,0,6376,0,0,1004,0,0,9212,6240,8989,2136,4,18199,0,1131,98,67,40,33,0,57,125980,298,39,0,341,52,13,1491,639,0,255645,29,0,60,129667,282,226,0,78326,35904,0,3108,"319",1616,61,248,130,18297,9523,63,118,111,42426,112,0
242,14663,7742,0,131,111,0,29967,13470,15310,0,5727,2428,88,6586,1334,162,0,75,12676,1096,68,6088,5887,32,30,175,3083,15,1526,71,1560,0,36,40,0,14122,7241,6882,13,23,2459,5752,11374,39,1344,8,14,7831,153,42,75,1112,0,158,320,5629,295,10,249,124,13653,5819,256,0,553,124,142,10,3,31602,7815,15770,15622,"Adelaide - Central and Hills",7803,24,3,11684,23,0,0,0,15832,15598,789,1658,14940,868,51,7536,14699,7165,113,257,61,142,10,76,0,10,209236,102003,0,132,107232,71798,110,149630,30543,0,7686,15336,187,79,7646,0,77837,0,75,324,6,157,41,41,163,0,251,0,107,0,9,0,22,0,7,84,6,28,6652,49,12787,6135,71,19,1624,0,833,0,0,1500,0,0,15557,794,15549,3021,9,31103,0,1522,63,326,19,154,7,38,103588,388,63,0,398,8,32,166,787,0,212516,28,0,60,108926,123,65,0,150971,72443,0,318,"401",149,57,41,21,11921,6031,14,16,125,78526,22,0
1244,22693,9656,0,675,572,0,46574,15713,23878,0,6058,944,295,5066,509,599,0,307,9604,438,257,4539,4983,114,142,44,4690,15,2286,286,2405,0,132,156,0,11453,6217,5236,23,37,996,5435,10003,151,537,25,28,9898,268,129,273,462,0,232,504,4571,933,4,1280,612,16081,6186,669,11,1596,670,201,11,0,62413,10011,32469,19894,"Adelaide - North",9885,13,0,28440,28,0,0,0,29938,25033,1355,2744,23783,1393,43,6702,12401,5698,200,435,10,235,4,20,9,10,303159,150116,0,31,153046,70573,22,147421,48818,0,9620,19117,40,16,9496,0,76842,0,9,546,6,293,141,165,261,3,436,0,238,0,15,0,50,0,8,303,10,3,5190,6,9797,4608,86,0,7896,0,4070,0,0,2147,0,3,29060,3826,31666,4375,17,60730,0,2224,148,87,45,47,6,107,155297,422,103,0,419,25,46,890,836,0,313805,54,0,79,158506,268,190,0,149854,71667,0,1808,"402",916,86,276,153,10858,5878,28,124,170,78187,54,0
582,18250,8374,0,331,257,0,37368,13749,19119,0,5375,1123,186,5035,549,373,0,189,9225,573,114,4191,4716,52,61,84,3680,23,1824,124,1860,0,54,73,0,10125,5009,5113,10,29,1154,4343,8761,70,566,30,26,8535,110,59,134,588,0,123,237,4419,559,9,608,304,13989,5457,451,0,1007,307,177,9,0,51441,8416,26278,17028,"Adelaide - South",8609,18,0,21477,33,0,0,0,25164,19722,1106,2365,18849,1257,53,5272,10705,5434,148,285,26,136,9,21,0,9,291748,141997,0,43,149754,70122,23,149362,38570,0,8161,16517,57,29,8355,0,79247,0,21,250,10,118,65,83,135,0,376,0,197,3,18,4,55,0,9,146,9,3,5133,7,9406,4270,68,9,3938,0,2031,0,0,1756,0,0,24654,1903,25823,3554,20,50478,0,1800,122,167,48,80,9,77,145001,402,61,0,427,32,26,449,825,0,298048,41,0,59,153046,176,120,0,151196,70972,0,910,"403",461,70,95,45,9302,4584,23,50,143,80231,56,0
536,9868,5724,0,285,247,0,20163,9745,10299,0,4015,619,149,3689,296,298,0,152,7090,326,155,3396,2961,72,86,36,2183,9,1110,169,1070,0,79,89,4,6484,3307,3176,11,19,643,2886,5642,95,301,20,21,5863,133,72,163,343,0,99,225,2754,449,0,575,286,9977,4110,394,3,835,291,108,4,0,29019,5063,15152,10200,"Adelaide - West",5140,17,0,12213,15,0,0,0,13860,10755,573,1242,10307,672,28,3592,7000,3410,85,180,19,102,0,13,3,4,148174,72906,0,34,75274,47635,15,98235,21063,0,4871,9813,42,25,4943,0,50599,0,13,255,4,147,79,98,108,0,220,0,114,0,9,3,42,0,3,174,4,3,3747,5,7187,3437,46,0,3345,0,1722,0,0,1051,0,0,13469,1626,14796,2092,9,28262,0,1037,64,73,26,35,3,39,75099,262,74,0,251,22,31,354,512,0,152766,41,0,65,77666,158,97,4,99584,48290,0,713,"404",359,42,71,25,6105,3148,23,45,89,51293,41,0
343,5524,1416,0,179,163,0,11478,2025,5957,0,601,700,90,505,419,161,0,70,826,280,34,321,2258,11,20,21,1038,6,468,34,567,0,11,20,0,5576,3112,2465,3,12,716,2616,4742,20,426,8,4,1473,73,11,34,289,0,61,133,2122,205,0,371,188,2087,623,143,0,354,182,97,0,0,19876,2235,10481,4419,"Barossa - Yorke - Mid North",2186,0,0,9489,3,0,0,0,9394,6300,656,1297,5891,647,3,3255,5884,2630,86,177,14,86,0,11,0,0,97531,48913,0,23,48618,13332,9,29853,12196,0,2138,4209,26,18,2077,0,16518,0,4,169,0,81,11,20,83,0,202,0,104,0,0,3,15,0,0,34,0,3,527,5,850,332,25,4,2270,0,1145,0,0,436,0,0,9121,1119,10210,961,0,19333,0,531,23,48,4,23,0,20,50689,140,17,0,150,12,12,281,296,0,101093,7,0,5,50410,51,42,0,30498,13619,0,541,"405",257,23,63,33,5009,2744,8,32,49,16879,15,0
1153,3779,1165,0,655,498,0,7792,1689,4011,0,529,2110,183,328,1458,383,0,200,509,652,1908,177,3062,911,995,31,931,9,461,2312,476,0,1128,1187,0,10915,7015,3897,6,14,2117,5192,8151,997,1466,118,118,1287,369,926,1929,655,3,287,657,2961,635,166,1314,658,1864,578,400,194,1035,652,71,360,0,14452,1447,7817,2895,"South Australia - Outback",1457,3,0,6104,0,0,0,0,6638,4805,422,848,4596,425,3,7194,11228,4038,79,128,17,53,166,19,194,360,63091,32194,0,41,30898,9477,26,20723,9396,0,1224,2471,53,21,1248,0,11246,0,10,716,3,403,1137,1197,316,0,141,3,66,0,17,0,241,0,12,2336,3,8,379,14,580,204,24,4,5392,3,2813,0,0,340,3,0,5915,2579,7248,712,17,13164,0,369,77,79,31,49,12,44,35197,98,16,0,83,118,7,742,185,0,69328,11,0,47,34131,155,107,0,21943,9979,0,1481,"406",740,16,208,97,8393,5334,118,109,43,11971,241,0
613,8956,2433,0,310,298,0,18567,3478,9611,0,1045,952,155,843,545,323,0,165,1411,409,269,571,3610,125,144,38,1618,16,810,282,810,0,130,147,0,8395,4514,3884,13,32,975,3850,7220,147,555,21,19,2539,117,136,284,416,0,105,221,3374,384,0,704,345,3615,1080,290,4,680,359,154,10,0,31885,3510,16233,7122,"South Australia - South East",3613,8,0,15904,3,0,0,0,15649,10315,1016,2030,9548,1019,10,4808,8961,4156,138,317,5,181,0,13,7,8,156061,77611,0,22,78453,22609,22,50375,19868,0,3273,6704,29,9,3424,0,27767,0,0,262,6,139,144,156,126,0,330,0,176,0,14,0,40,0,7,298,6,5,878,10,1465,582,37,5,3956,0,1973,0,0,733,0,0,15184,1980,15755,1461,14,30938,0,733,47,78,14,41,11,30,80602,193,32,0,275,23,5,461,468,0,162043,22,0,20,81441,99,78,0,51524,23099,0,981,"407",526,68,127,61,7723,4111,16,63,98,28432,41,0
413,10315,2804,0,214,197,0,21018,3859,10707,0,1051,1349,126,677,713,254,0,134,1097,639,59,411,3449,29,28,9,2141,10,1032,59,1107,0,29,28,0,8470,4363,4105,16,22,1353,3549,6894,31,710,7,6,2888,102,27,59,642,3,123,224,3341,371,0,917,436,3976,1089,285,0,649,488,70,0,0,17149,3710,8454,7225,"Bunbury",3516,0,0,20008,3,0,0,0,8695,11311,697,1486,10927,783,3,4483,8706,4221,128,250,10,119,0,8,0,0,146649,72440,0,23,74206,24712,14,54862,22242,0,3544,6899,25,10,3352,0,30157,0,0,229,0,103,27,31,125,0,135,4,61,3,3,6,16,0,0,59,0,0,693,0,1139,442,37,0,3865,3,2013,0,0,974,4,0,8413,1850,8192,2008,3,16605,0,1034,35,15,26,6,0,16,74989,177,20,0,210,10,10,488,387,0,151997,13,0,27,77008,96,66,0,55906,25170,0,971,"501",485,34,106,59,7119,3664,11,49,69,30735,24,0
197,5132,1587,0,100,101,0,10412,2182,5274,0,596,362,70,633,174,127,0,55,1092,185,19,463,1496,12,9,8,1108,4,525,27,581,0,13,9,0,3392,1725,1668,5,8,367,1475,2912,9,180,6,12,1639,70,14,21,188,0,55,122,1432,218,0,444,206,2241,602,156,0,372,241,50,0,0,9778,1905,4701,3920,"Mandurah",2015,4,0,10983,0,0,0,0,5084,5570,350,760,5399,417,3,1782,3517,1736,33,78,5,39,0,3,0,0,81616,39804,0,11,41816,13768,6,29761,10976,0,1832,3759,8,4,1921,0,15989,0,0,122,0,69,11,9,55,0,81,0,28,0,0,0,16,0,0,27,0,0,653,3,1125,477,19,0,2018,0,1038,0,0,505,0,0,4939,972,4567,1056,0,9508,0,546,32,20,11,9,0,13,41131,93,17,0,112,9,3,232,201,0,84395,15,0,8,43267,41,40,0,30331,14012,0,487,"502",254,17,40,23,3032,1532,12,23,36,16312,15,0
100,8024,5263,0,43,58,0,16506,9541,8480,0,4279,3097,76,3558,1712,128,0,51,7116,1387,45,3555,4067,21,18,36,1864,12,903,43,964,4,23,20,8,11717,6195,5522,4,15,3131,4282,8264,18,1733,3,3,5314,203,25,46,1395,0,162,362,3975,229,0,181,99,9639,4327,185,3,407,80,33,3,0,7633,3936,3778,8199,"Perth - Inner",4261,21,0,5901,18,0,0,0,3851,8568,288,619,8149,326,40,6305,11926,5620,48,92,29,40,0,29,3,3,119973,59734,0,55,60234,50198,42,101681,16717,0,3869,8039,81,43,4166,0,51483,0,29,361,0,202,27,20,159,0,56,0,24,0,0,3,8,0,0,48,0,14,3621,25,7228,3609,25,10,916,0,468,0,0,889,0,0,3779,449,3698,1846,0,7478,0,952,78,73,37,42,0,36,60476,211,43,0,176,3,25,70,390,0,121504,16,0,18,61034,61,37,8,102476,50589,4,121,"503",50,18,5,3,8441,4371,4,7,36,51889,9,0
481,13264,5284,0,232,247,0,27599,8542,14331,0,3261,400,172,2486,233,379,3,210,4876,175,115,2391,2844,57,56,14,3180,13,1547,143,1635,11,74,68,8,6442,3344,3100,14,32,412,2937,5686,66,235,17,28,5377,171,63,130,176,0,182,354,2747,646,3,1088,544,8686,3306,526,7,1172,546,61,9,0,20281,5751,10428,11372,"Perth - North East",5625,18,0,21247,10,0,0,0,9852,15096,687,1377,14005,692,25,3469,6682,3214,123,260,6,135,3,0,7,9,176378,88246,0,14,88133,48564,4,101647,29104,0,5497,10900,13,11,5411,0,53085,0,3,369,9,179,81,75,187,0,136,0,79,0,9,0,44,0,6,153,9,0,2551,3,4977,2429,42,0,5169,0,2617,0,0,1483,0,0,9559,2554,10094,3058,9,19656,0,1572,77,25,29,10,6,47,91482,211,34,0,260,17,13,619,466,0,182922,16,0,30,91442,108,82,12,103291,49305,6,1250,"504",629,45,97,44,5901,3056,28,51,90,53981,44,3
598,30664,11619,0,320,274,0,62953,19190,32286,0,7579,918,197,6488,476,361,11,159,12781,444,108,6291,5586,46,64,23,7531,22,3654,123,3879,21,51,71,27,11989,6050,5936,36,63,932,5403,10751,71,483,16,14,11783,174,49,114,452,0,148,322,5345,708,3,1080,502,19458,7681,599,0,1307,579,122,3,0,41483,13224,21120,26492,"Perth - North West",13263,23,0,38804,37,0,0,0,20362,33156,1210,2471,31499,1262,63,6300,12482,6189,233,469,17,234,3,11,3,4,390454,193196,0,27,197260,116749,15,242296,64656,0,12975,25957,26,17,12979,0,125546,0,0,325,3,175,55,72,146,0,240,0,117,0,9,3,29,3,0,130,3,6,6561,6,12936,6380,87,0,5378,0,2777,0,0,3577,0,0,19915,2606,20732,7353,6,40650,0,3781,93,59,49,30,7,47,197012,541,79,0,544,21,32,597,1086,0,398308,48,0,69,201297,182,121,27,244685,117889,15,1238,"505",640,82,108,58,11223,5636,16,49,171,126792,39,11
938,25508,11694,0,500,435,0,52618,20406,27116,0,8706,1448,314,7223,879,611,11,294,14636,569,267,7415,5316,130,139,30,6326,20,3127,279,3197,19,139,144,32,12950,7013,5942,16,41,1470,5739,10833,141,891,38,31,11885,387,135,277,580,0,275,669,5087,980,3,1766,821,20691,8809,829,0,1809,946,99,8,0,36953,11701,18784,23077,"Perth - South East",11378,36,0,37858,29,0,0,0,18166,28257,1065,2146,26636,1082,68,7284,13465,6178,165,354,13,194,3,17,0,8,318529,159748,0,29,158778,104703,24,214191,54892,0,11341,22346,38,14,11006,0,109485,0,10,689,4,398,143,144,288,0,213,0,107,0,6,0,72,0,8,288,4,3,7342,4,14851,7503,56,0,8350,0,4376,0,0,3000,0,0,17567,3970,18239,6101,9,35807,0,3105,146,66,59,41,5,84,164786,402,58,0,435,38,25,970,840,0,329028,33,0,78,164239,233,152,31,216837,105931,16,1919,"506",951,71,188,82,11306,5988,36,110,122,110906,68,11
604,22855,8545,0,295,311,0,46846,13594,23992,0,5047,1774,193,4695,1032,419,3,221,8783,748,92,4093,5230,40,51,46,5551,27,2786,96,2763,10,48,50,11,12551,6581,5965,12,41,1835,5332,10372,58,1071,18,16,8737,215,48,102,770,0,183,399,5035,715,0,1228,572,13888,5148,651,0,1363,653,109,3,0,32262,9342,16271,18920,"Perth - South West",9575,11,0,32266,27,0,0,0,15994,24889,1074,2200,23724,1119,37,6845,13021,6181,175,362,26,194,0,29,0,3,304423,150136,0,63,154284,80490,43,169717,48610,0,9041,18348,81,33,9312,0,89234,0,18,411,8,225,53,55,184,0,222,0,113,0,13,6,38,3,3,110,8,10,4760,15,8925,4165,76,4,6046,0,3082,0,0,2699,0,0,15586,2956,15852,5364,13,31439,0,2665,104,94,51,47,3,51,154175,394,67,0,396,19,25,697,788,0,312660,42,0,74,158488,223,143,11,171869,81529,10,1405,"507",702,77,139,77,10777,5547,16,62,151,90345,38,3
467,6755,1714,0,266,199,0,13885,2370,7129,0,650,1428,129,413,941,270,3,137,763,488,92,348,3027,50,45,4,1412,10,682,100,733,0,61,47,3,9028,5477,3555,12,22,1443,4332,7247,43,948,5,16,1799,196,56,101,495,0,150,352,2914,391,0,1184,574,2483,686,358,0,754,613,60,3,0,12052,2310,5898,4520,"Western Australia - Wheat Belt",2215,0,0,15363,3,0,0,0,6158,7857,632,1305,7443,666,5,5622,9311,3689,106,225,7,124,0,9,0,3,109230,55353,3,19,53875,19062,14,40920,15305,4,2141,4190,27,11,2054,0,21860,0,0,376,3,213,64,47,163,0,118,3,57,0,4,0,15,0,5,111,3,3,430,5,789,362,36,0,5066,0,2557,0,0,622,3,0,5832,2517,5643,1297,4,11474,0,672,25,9,10,7,5,14,58501,147,34,0,201,9,12,589,348,0,115599,23,0,18,57101,86,63,0,42021,19569,0,1189,"509",603,24,94,46,7494,4467,13,46,57,22453,27,0
2388,3153,1400,0,1290,1102,0,6527,2329,3368,0,931,9521,426,216,7282,878,0,454,342,2236,6187,129,9554,2989,3203,98,1291,3,621,7004,676,0,3386,3623,0,43184,30567,12614,5,10,9549,22054,31544,3223,7306,281,347,1580,1234,3009,6231,2245,8,892,2123,9485,1893,271,4341,2122,2630,1052,1691,268,3584,2219,35,536,4,8883,1163,5286,2229,"Western Australia - Outback (North)",1065,3,5,7622,5,3,3,0,3598,5452,414,683,5188,272,6,30864,43652,12791,52,117,64,66,273,79,269,541,50530,29459,0,146,21069,14121,100,25989,10637,0,682,1309,179,76,625,0,11864,0,64,2321,11,1329,3408,3642,994,13,85,18,50,0,26,0,634,0,13,7049,11,16,260,32,445,182,13,16,13833,8,7004,0,0,413,13,7,2271,6825,4133,871,26,6408,0,456,92,302,47,206,13,44,36702,121,19,0,84,281,9,1980,199,0,65039,10,0,111,28339,279,171,0,29774,15936,0,3996,"510",2015,22,417,207,31789,22234,349,204,39,13844,635,0
1113,5751,1738,0,630,478,0,11696,2529,5948,0,788,4936,290,423,3470,563,0,277,707,1461,1744,287,6718,813,926,37,1439,12,719,2197,723,0,1059,1140,3,23618,15110,8511,6,16,4966,11188,17832,939,3494,102,111,1845,444,838,1782,1469,15,406,846,6647,860,144,2319,1057,2672,826,642,177,1497,1267,51,320,0,11855,2071,6024,4169,"Western Australia - Outback (South)",2099,0,0,12536,0,3,0,0,5834,7259,520,1002,6965,480,3,15278,23905,8626,93,183,29,86,151,39,177,328,85705,44477,0,70,41232,15420,47,32581,14222,0,1770,3546,77,35,1777,0,17159,4,24,909,3,474,1085,1161,434,4,102,23,54,0,23,0,216,0,18,2245,3,9,448,14,760,310,29,6,8743,9,4530,0,0,603,14,3,5152,4210,5488,1198,23,10643,0,602,43,78,18,46,21,29,49212,121,20,0,134,101,8,1122,259,0,95453,13,0,31,46243,126,93,3,34334,16180,0,2351,"511",1224,30,223,117,18032,11311,111,108,59,18156,217,0
